Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2)
anc_sym_mig_size	Round_1_Replicate_1	-187782.74	375579.48	1238479.42	18012.84	0.2944,2.5445,0.8965,0.7729,3.2272,7.7309,0.6746
anc_sym_mig_size	Round_1_Replicate_2	-845075.16	1690164.32	5584139438.6	35910.37	4.2809,0.4731,0.1699,0.1681,0.7347,1.0247,0.8812
anc_sym_mig_size	Round_1_Replicate_3	-290871.57	581757.14	3928540.73	27199.45	0.1934,0.1908,0.3715,6.0744,0.464,1.6182,0.2064
anc_sym_mig_size	Round_1_Replicate_4	-158977.1	317968.2	990866.42	21126.98	1.8396,0.4242,1.1865,0.3047,5.6646,0.3128,0.3824
anc_sym_mig_size	Round_1_Replicate_5	-454507.42	909028.84	29383277.51	8576.27	0.2018,0.3378,0.8764,7.1541,1.3555,1.4357,2.1997
anc_sym_mig_size	Round_1_Replicate_6	-1649927.13	3299868.26	4139294175084412.0	16544.84	2.2782,0.6795,0.3327,0.3857,0.846,0.5363,4.2009
anc_sym_mig_size	Round_1_Replicate_7	-846552.08	1693118.16	14088110418.03	6404.6	2.1713,0.227,3.2129,0.8747,0.1654,1.9024,5.5431
anc_sym_mig_size	Round_1_Replicate_8	-349168.03	698350.06	3949580.8	8016.85	1.0342,4.9918,0.1906,4.5446,0.1857,4.7255,0.3581
anc_sym_mig_size	Round_1_Replicate_9	-198090.75	396195.5	1157869.75	27626.89	0.1481,0.2383,0.4003,1.4179,3.0935,0.3271,0.3504
anc_sym_mig_size	Round_1_Replicate_10	-201960.07	403934.14	1260342.26	8753.57	2.5875,7.5587,1.2715,4.3411,0.6332,1.0338,1.03
anc_sym_mig_size	Round_2_Replicate_1	-220724.57	441463.14	2395868.26	18187.8	7.6374,0.1247,1.8125,0.1347,1.7914,0.4305,0.1646
anc_sym_mig_size	Round_2_Replicate_2	-165371.77	330757.54	1080859.8	17867.36	1.6617,0.2873,2.5016,0.1568,2.7147,1.1367,0.195
anc_sym_mig_size	Round_2_Replicate_3	-133575.79	267165.58	648672.69	17956.14	1.5889,1.0773,1.2387,0.4102,5.9373,0.6394,0.3947
anc_sym_mig_size	Round_2_Replicate_4	-113222.2	226458.4	460303.54	22075.92	1.9362,0.3008,0.8534,0.4593,3.4248,0.6619,0.2609
anc_sym_mig_size	Round_2_Replicate_5	-159969.04	319952.08	1016186.6	19842.03	2.5664,0.3636,0.9611,0.282,1.5619,0.9793,0.2876
anc_sym_mig_size	Round_2_Replicate_6	-82660.19	165334.38	270580.4	26603.71	1.6271,1.1522,0.6995,0.1843,12.0538,0.127,0.1324
anc_sym_mig_size	Round_2_Replicate_7	-120770.58	241555.16	424712.46	24902.07	0.732,0.1371,3.9702,0.3573,19.1486,1.0623,0.179
anc_sym_mig_size	Round_2_Replicate_8	-249183.14	498380.28	3400036.39	11511.18	6.6487,0.1242,2.9102,0.8232,13.6307,0.1029,1.2881
anc_sym_mig_size	Round_2_Replicate_9	-719047.01	1438108.02	2185213921.31	13175.93	3.3217,1.6345,3.0154,0.1378,23.3879,0.0743,1.1848
anc_sym_mig_size	Round_2_Replicate_10	-108528.87	217071.74	354938.65	14253.58	1.0875,1.494,4.2452,0.9457,1.6587,0.1906,0.2999
anc_sym_mig_size	Round_2_Replicate_11	-97208.89	194431.78	338180.57	16213.31	5.8425,0.5366,1.3487,0.5803,21.0275,1.1219,0.356
anc_sym_mig_size	Round_2_Replicate_12	-66233.68	132481.36	157052.77	24462.97	0.7941,0.8152,0.4219,1.0726,8.2228,0.211,0.1051
anc_sym_mig_size	Round_2_Replicate_13	-167501.49	335016.98	1109689.29	20586.23	1.121,0.5435,2.3903,0.0992,8.4619,0.314,0.1646
anc_sym_mig_size	Round_2_Replicate_14	-495624.62	991263.24	70547943.66	37370.82	3.269,0.6925,0.3632,0.1302,17.8878,0.1536,0.6204
anc_sym_mig_size	Round_2_Replicate_15	-771742.6	1543499.2	3004040148.7	37641.83	1.1422,0.5054,0.3044,0.1267,1.7584,0.1723,0.9031
anc_sym_mig_size	Round_2_Replicate_16	-524180.39	1048374.78	106292362.28	25289.79	1.3919,0.9428,0.6189,0.2503,8.7625,0.2648,1.1618
anc_sym_mig_size	Round_2_Replicate_17	-284334.74	568683.48	5598766.39	15551.51	1.223,0.3126,2.1202,0.3687,1.5383,0.2538,0.7928
anc_sym_mig_size	Round_2_Replicate_18	-138206.39	276426.78	660653.13	20534.31	2.0783,0.1727,0.9334,0.9691,3.0893,1.0652,0.3533
anc_sym_mig_size	Round_2_Replicate_19	-67045.89	134105.78	200636.42	20907.37	2.8057,0.5831,2.5661,0.3411,8.8946,0.0742,0.0964
anc_sym_mig_size	Round_2_Replicate_20	-61487.05	122988.1	155356.51	28075.7	0.4762,0.2637,0.6607,1.1659,11.116,0.4655,0.1146
anc_sym_mig_size	Round_3_Replicate_1	-54597.87	109209.74	229153.22	35815.35	0.2233,0.1464,0.4978,4.4519,21.6705,0.1794,0.0584
anc_sym_mig_size	Round_3_Replicate_2	-49989.98	99993.96	198222.99	29207.19	0.4318,0.4624,0.3495,0.9958,7.6229,0.1654,0.0337
anc_sym_mig_size	Round_3_Replicate_3	-83623.6	167261.2	231996.91	31660.09	0.2639,0.2534,1.262,0.8767,9.3326,1.4037,0.1287
anc_sym_mig_size	Round_3_Replicate_4	-160003.72	320021.44	771562.65	42899.79	0.2697,0.2875,0.2556,0.3243,12.1023,0.6145,0.2453
anc_sym_mig_size	Round_3_Replicate_5	-71221.56	142457.12	300153.21	24199.79	0.3113,0.6659,1.8597,3.6186,4.8631,0.2298,0.0579
anc_sym_mig_size	Round_3_Replicate_6	-130099.01	260212.02	575353.41	21267.4	1.3825,0.1253,0.996,1.3437,3.3826,0.5268,0.2943
anc_sym_mig_size	Round_3_Replicate_7	-39950.89	79915.78	180854.81	32652.74	0.8488,0.1272,0.4682,0.5425,13.7025,0.1743,0.0263
anc_sym_mig_size	Round_3_Replicate_8	-111436.94	222887.88	339029.92	16979.42	0.1869,0.202,1.4105,3.2836,26.1681,0.1285,0.4241
anc_sym_mig_size	Round_3_Replicate_9	-53836.47	107686.94	204604.25	20789.93	1.3944,0.6345,0.5936,0.5913,3.7888,0.548,0.0473
anc_sym_mig_size	Round_3_Replicate_10	-163490.39	326994.78	809588.14	37119.91	0.1286,0.1084,1.5922,0.6416,7.7931,1.8397,0.1853
anc_sym_mig_size	Round_3_Replicate_11	-81709.62	163433.24	215692.64	32427.23	0.5062,0.1366,0.5701,0.8052,23.324,0.4124,0.1773
anc_sym_mig_size	Round_3_Replicate_12	-98947.35	197908.7	269182.82	28874.74	0.1961,0.7327,0.459,0.6647,6.2928,0.2186,0.1744
anc_sym_mig_size	Round_3_Replicate_13	-180896.5	361807.0	974947.81	46224.11	0.2122,0.1629,0.2623,0.6775,22.9735,1.6586,0.2643
anc_sym_mig_size	Round_3_Replicate_14	-121199.83	242413.66	427510.56	26391.54	0.1824,0.2352,0.7464,1.0474,4.3637,0.2465,0.2556
anc_sym_mig_size	Round_3_Replicate_15	-92548.98	185111.96	278540.1	15701.0	0.5596,0.4751,2.1019,1.7974,13.4187,1.0853,0.3545
anc_sym_mig_size	Round_3_Replicate_16	-59611.55	119237.1	455244.92	23950.39	0.586,0.3937,1.78,0.6943,18.1198,0.4152,0.0748
anc_sym_mig_size	Round_3_Replicate_17	-55993.93	112001.86	275171.86	28626.57	0.8874,0.1692,1.2305,3.5628,7.7647,0.5135,0.035
anc_sym_mig_size	Round_3_Replicate_18	-113720.78	227455.56	334150.52	19674.7	0.4613,0.3977,0.7655,2.9627,7.7239,1.7239,0.3315
anc_sym_mig_size	Round_3_Replicate_19	-49637.8	99289.6	168711.61	29260.8	0.4118,0.1298,1.0629,1.7726,11.9455,0.121,0.0609
anc_sym_mig_size	Round_3_Replicate_20	-48541.94	97097.88	160038.01	30876.1	0.3959,0.4964,0.3027,0.5684,28.3622,0.3142,0.0509
anc_sym_mig_size	Round_3_Replicate_21	-94165.71	188345.42	231214.14	29704.92	1.3597,0.2348,0.3013,1.1916,17.9979,1.3954,0.1595
anc_sym_mig_size	Round_3_Replicate_22	-88695.54	177405.08	203918.54	26900.65	0.5089,0.2314,0.3895,4.1946,28.9624,0.3734,0.1584
anc_sym_mig_size	Round_3_Replicate_23	-131745.47	263504.94	518745.31	22653.66	0.223,0.3081,1.0173,1.1649,4.6404,0.497,0.3536
anc_sym_mig_size	Round_3_Replicate_24	-72412.84	144839.68	185934.86	24989.54	0.2484,0.6467,0.6483,1.8029,8.1675,0.1103,0.1128
anc_sym_mig_size	Round_3_Replicate_25	-60303.24	120620.48	143795.42	33597.4	0.4619,0.1568,0.446,2.2749,10.7304,0.3842,0.0834
anc_sym_mig_size	Round_3_Replicate_26	-87393.27	174800.54	529908.91	27509.25	0.7649,0.1719,1.2409,3.3116,19.9196,1.82,0.1279
