Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2)
anc_sym_mig_size	Round_1_Replicate_1	-372809.44	745632.88	11874388.14	22227.87	3.1291,0.2426,0.4116,0.7788,1.6884,1.7473,0.9784
anc_sym_mig_size	Round_1_Replicate_2	-123884.63	247783.26	524679.51	16989.36	2.193,5.0754,2.9614,0.1884,0.1475,0.3323,0.1412
anc_sym_mig_size	Round_1_Replicate_3	-163783.43	327580.86	812979.71	8132.1	6.6377,1.026,2.1037,4.485,3.5062,1.0173,1.2107
anc_sym_mig_size	Round_1_Replicate_4	-272680.61	545375.22	161735791008105.44	5509.42	1.931,5.9756,0.2787,1.3006,1.064,0.1517,5.9496
anc_sym_mig_size	Round_1_Replicate_5	-183795.58	367605.16	1187222.3	38769.79	0.5059,0.7122,0.2673,0.1383,0.1888,0.1991,0.1639
anc_sym_mig_size	Round_1_Replicate_6	-215148.23	430310.46	2018886.14	13981.55	0.2376,0.6866,3.6886,0.5346,7.8463,1.2151,0.7287
anc_sym_mig_size	Round_1_Replicate_7	-74693.13	149400.26	205870.4	8354.95	3.043,1.8677,0.7009,0.8617,0.4061,5.555,0.141
anc_sym_mig_size	Round_1_Replicate_8	-580039.25	1160092.5	275748876.71	6375.62	1.4778,0.2142,4.0843,1.1064,1.1555,0.7315,4.5904
anc_sym_mig_size	Round_1_Replicate_9	-128928.47	257870.94	476411.55	12494.6	4.8369,0.2072,1.8645,6.7199,4.963,2.0545,0.4875
anc_sym_mig_size	Round_1_Replicate_10	-1045299.7	2090613.4	80472527860.67	9343.67	6.703,5.1128,0.3158,3.4697,0.13,0.6191,3.508
anc_sym_mig_size	Round_2_Replicate_1	-143693.67	287401.34	641394.68	12695.39	0.8717,3.3753,1.2536,0.4295,0.342,3.0521,0.2477
anc_sym_mig_size	Round_2_Replicate_2	-185594.51	371203.02	1430572.87	13292.41	5.24,0.6289,0.3177,0.2149,0.1607,2.673,0.0892
anc_sym_mig_size	Round_2_Replicate_3	-98499.86	197013.72	293512.17	9447.65	1.5094,3.6555,0.955,0.7939,0.8372,5.8219,0.3657
anc_sym_mig_size	Round_2_Replicate_4	-90269.75	180553.5	366082.62	7613.68	7.0877,0.6704,0.6518,0.7982,0.4455,4.6294,0.0493
anc_sym_mig_size	Round_2_Replicate_5	-90322.37	180658.74	321273.75	9386.13	5.9039,1.7219,0.8344,0.2551,0.8868,3.7918,0.1593
anc_sym_mig_size	Round_2_Replicate_6	-139810.79	279635.58	418690.77	4655.28	3.6642,5.3098,0.4198,1.2983,0.1645,18.5986,0.2743
anc_sym_mig_size	Round_2_Replicate_7	-203734.55	407483.1	1232030.74	7436.93	12.4335,0.9447,0.2562,1.1897,0.1559,14.5433,0.2912
anc_sym_mig_size	Round_2_Replicate_8	-181579.87	363173.74	902089.19	9302.86	5.7992,1.4852,0.2686,0.4606,0.2414,11.5425,0.2812
anc_sym_mig_size	Round_2_Replicate_9	-113993.86	228001.72	277197.47	7511.17	0.9005,3.6074,0.5671,2.9853,0.4632,16.4662,0.1072
anc_sym_mig_size	Round_2_Replicate_10	-62292.84	124599.68	168818.36	12762.83	1.2229,1.0877,1.1219,0.2901,1.0771,10.0145,0.1068
anc_sym_mig_size	Round_2_Replicate_11	-166276.73	332567.46	769128.02	16588.81	1.2858,1.3718,0.1803,0.3545,0.1843,2.4826,0.0691
anc_sym_mig_size	Round_2_Replicate_12	-127709.6	255433.2	526826.81	11896.13	3.0413,0.9573,0.339,2.5189,0.2372,3.1537,0.1121
anc_sym_mig_size	Round_2_Replicate_13	-182044.02	364102.04	710367.82	7510.76	6.1525,5.732,0.3485,1.8683,0.927,4.6769,0.4005
anc_sym_mig_size	Round_2_Replicate_14	-167419.68	334853.36	769752.17	12748.83	2.8668,1.7756,0.4121,0.7245,0.416,4.0136,0.3777
anc_sym_mig_size	Round_2_Replicate_15	-160458.96	320931.92	488912.32	6347.67	0.7818,5.5692,0.2144,0.3201,0.2202,23.5123,0.0348
anc_sym_mig_size	Round_2_Replicate_16	-77590.11	155194.22	177423.81	11568.12	2.9614,1.1484,0.2406,0.4927,1.5919,10.8077,0.1185
anc_sym_mig_size	Round_2_Replicate_17	-96318.73	192651.46	348476.21	18242.36	0.8371,0.4985,1.7172,0.2515,1.151,7.3451,0.1248
anc_sym_mig_size	Round_2_Replicate_18	-219523.17	439060.34	3080496.69	6137.94	11.6666,0.4854,1.0664,0.7642,0.1335,2.9772,0.0338
anc_sym_mig_size	Round_2_Replicate_19	-158494.68	317003.36	463843.25	7715.71	2.1004,3.2036,0.2798,2.4973,1.6308,9.5793,0.2938
anc_sym_mig_size	Round_2_Replicate_20	-51922.04	103858.08	118136.4	8412.99	1.0162,4.146,1.004,0.2505,1.0797,23.8672,0.0454
anc_sym_mig_size	Round_3_Replicate_1	-43479.23	86972.46	227099.94	10904.11	0.7888,3.1634,2.1808,0.2355,4.2221,28.9265,0.0332
anc_sym_mig_size	Round_3_Replicate_2	-35635.01	71284.02	94135.78	6153.18	2.2349,3.032,1.1374,0.471,1.6931,26.3383,0.0902
anc_sym_mig_size	Round_3_Replicate_3	-55487.47	110988.94	128642.66	5307.21	1.5543,14.0652,0.4993,0.2588,0.9484,14.8131,0.043
anc_sym_mig_size	Round_3_Replicate_4	-95079.31	190172.62	219146.55	6622.19	1.7514,3.5317,0.3216,0.6879,0.3454,21.9863,0.0911
anc_sym_mig_size	Round_3_Replicate_5	-55566.07	111146.14	128972.5	5190.37	1.5488,10.7834,1.0236,0.1129,0.6085,23.3827,0.0345
anc_sym_mig_size	Round_3_Replicate_6	-53059.42	106132.84	127159.37	15085.08	0.4687,4.1757,2.2498,0.0634,2.4217,18.7177,0.0159
anc_sym_mig_size	Round_3_Replicate_7	-101156.18	202326.36	326106.76	5395.29	3.312,10.1756,0.2824,0.1123,1.7388,24.2728,0.122
anc_sym_mig_size	Round_3_Replicate_8	-56704.66	113423.32	121040.67	4209.77	2.623,7.65,0.6822,0.4064,0.4147,21.5672,0.0781
anc_sym_mig_size	Round_3_Replicate_9	-75290.36	150594.72	167157.76	8270.97	0.9065,13.461,0.4616,0.3904,1.1807,8.1071,0.0694
anc_sym_mig_size	Round_3_Replicate_10	-42177.03	84368.06	165897.76	3799.33	2.6737,11.6145,2.9571,0.4556,1.4641,15.722,0.0867
anc_sym_mig_size	Round_3_Replicate_11	-38009.66	76033.32	120192.4	4743.77	2.2262,5.7197,2.4385,0.9708,3.1239,25.5736,0.1962
anc_sym_mig_size	Round_3_Replicate_12	-48449.96	96913.92	125725.42	3471.53	3.758,8.2172,3.2653,0.1424,1.3479,18.589,0.0732
anc_sym_mig_size	Round_3_Replicate_13	-80655.4	161324.8	203352.37	11983.18	0.4559,13.1748,1.03,0.0706,1.2615,27.1384,0.0211
anc_sym_mig_size	Round_3_Replicate_14	-43349.63	86713.26	107392.47	5689.6	2.1767,4.8935,1.3738,0.2321,3.1309,22.3645,0.1177
anc_sym_mig_size	Round_3_Replicate_15	-34025.86	68065.72	111405.57	7078.17	1.8723,2.4686,1.8822,0.0696,3.4903,26.9589,0.0181
anc_sym_mig_size	Round_3_Replicate_16	-38459.9	76933.8	135101.93	6158.93	1.3675,7.5138,2.5844,0.0696,2.1895,27.0021,0.0146
anc_sym_mig_size	Round_3_Replicate_17	-119826.74	239667.48	331672.32	11446.29	0.3881,3.1732,3.8209,0.907,0.7866,11.9533,0.0406
anc_sym_mig_size	Round_3_Replicate_18	-44952.53	89919.06	177531.68	7644.26	2.5043,2.3328,0.3831,0.7107,2.3225,7.2443,0.0464
anc_sym_mig_size	Round_3_Replicate_19	-36884.93	73783.86	108159.27	2727.23	4.1753,11.1573,3.8144,0.2307,1.5694,27.2126,0.0713
anc_sym_mig_size	Round_3_Replicate_20	-59355.93	118725.86	142231.23	16835.58	0.4728,1.5987,2.2039,0.3094,2.0292,12.1786,0.0455
anc_sym_mig_size	Round_3_Replicate_21	-46290.56	92595.12	124162.39	5136.38	2.2145,13.2364,0.6246,0.6006,2.5178,10.9734,0.0919
anc_sym_mig_size	Round_3_Replicate_22	-145956.65	291927.3	445627.4	8959.06	0.4751,6.1842,0.6191,0.4413,0.4413,25.3976,0.0896
anc_sym_mig_size	Round_3_Replicate_23	-51277.75	102569.5	111818.37	10854.9	0.7335,9.924,0.5043,0.3399,3.4136,24.5649,0.0763
anc_sym_mig_size	Round_3_Replicate_24	-79181.39	158376.78	233508.27	13022.67	0.4083,11.0847,0.4122,0.2837,2.6063,17.1001,0.0203
anc_sym_mig_size	Round_3_Replicate_25	-75221.34	150456.68	177441.57	11981.58	0.6428,2.1543,3.7958,0.1356,0.7379,27.9326,0.0135
anc_sym_mig_size	Round_3_Replicate_26	-36370.91	72755.82	98014.09	3282.92	4.0018,6.1649,1.8158,0.2288,0.5768,28.3988,0.0444
anc_sym_mig_size	Round_3_Replicate_27	-43661.53	87337.06	230330.19	4028.61	3.8292,3.4326,0.9931,0.7021,0.6451,20.3742,0.0173
anc_sym_mig_size	Round_3_Replicate_28	-65683.3	131380.6	217811.65	17719.87	0.3149,7.8379,3.2516,0.2195,4.4087,25.1132,0.0278
anc_sym_mig_size	Round_3_Replicate_29	-65097.25	130208.5	290940.97	10069.64	0.7101,4.6719,0.4198,0.5886,2.378,25.5669,0.0236
anc_sym_mig_size	Round_3_Replicate_30	-87479.59	174973.18	218839.93	10138.19	0.8146,2.0827,1.1471,0.3735,0.4474,11.9719,0.0229
anc_sym_mig_size	Round_4_Replicate_1	-32662.29	65338.58	135499.47	4534.71	2.8317,4.4632,1.0657,0.0991,3.8979,27.0749,0.0234
anc_sym_mig_size	Round_4_Replicate_2	-34470.5	68955.0	125781.41	5093.82	2.7829,3.2237,2.0028,0.0905,4.697,28.3199,0.0242
anc_sym_mig_size	Round_4_Replicate_3	-34340.82	68695.64	110455.25	10339.72	1.2008,1.8359,1.5146,0.0841,4.2772,23.7336,0.0207
