71453	24.89
233226	28.59
362440	80.71
465093	39.17
567214	37.79
667755	48.74
771217	39.46
875409	38.09
976654	38.84
1076808	41.49
1177631	38.08
1288432	25.81
1390830	23.51
1491753	35.48
1601115	30.18
1707917	32.47
1813100	30.90
1923876	27.41
2025893	48.18
2132604	26.98
2232912	72.56
2333812	44.16
2439687	35.81
2551825	30.37
2662168	22.44
2792367	25.67
2896266	33.05
3013065	32.22
3158531	16.41
3303865	24.23
3420998	34.95
3539906	29.02
3668875	30.59
3784164	32.11
3890208	42.54
3990535	37.57
4095772	32.54
4216671	30.40
4374712	26.94
4494896	50.67
4595739	49.81
4708196	43.72
4836472	41.62
4944001	32.75
5044745	32.92
5154582	30.46
5261150	75.67
5362718	37.59
5463238	32.98
5563386	34.92
5664720	32.18
5782544	24.09
5897300	48.48
6000595	40.74
6107468	41.93
6216407	29.53
6326900	41.78
6442002	33.87
6543959	35.88
6646257	51.06
6764468	34.36
6879766	44.45
6983954	70.05
7086710	37.20
7190541	37.03
7301215	21.53
7435012	25.59
7546502	55.27
7650700	38.01
7751661	38.08
7853791	48.57
7961449	40.23
8071120	51.13
8196208	30.91
8300347	37.66
8401208	39.53
8507305	35.83
8610703	33.34
8711479	32.58
8816604	34.87
8917146	35.13
9019608	35.20
9122587	34.59
9225921	37.52
9326960	29.38
9435087	28.25
9546746	38.86
9662609	37.68
9768859	34.25
9872091	35.80
9979679	31.51
10086521	28.98
10197575	18.00
10306344	30.45
10431168	24.91
10576430	18.62
10701215	33.11
10814676	18.31
10936804	31.25
11039371	31.37
11140210	30.62
11252645	29.83
11363889	46.92
11465469	38.45
11565682	36.26
11665738	37.85
11766639	37.12
11867152	37.93
11967279	35.35
12068408	33.81
12171275	30.87
12276189	31.74
12378669	30.16
12484873	34.80
12585656	39.41
12687428	69.12
12789461	37.08
12902334	35.16
13014662	40.77
13117424	40.89
13218905	35.98
13320453	32.43
13422757	56.25
13525731	39.13
13626846	37.37
13731464	41.68
13834585	39.11
13935194	38.88
14039385	30.60
14141893	33.56
14246491	34.17
