chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'Chr05'	0	329000	1091	0	0	2.6771909578116028e-09
b'Chr05'	329000	658000	315	1.4866294789234198e-08	6.153531789271378e-09	2.6692611559558946e-08
b'Chr05'	658000	987000	528	4.977462967418211e-09	6.752974991009125e-10	1.1397554670126173e-08
b'Chr05'	987000	1316000	419	3.188498487355047e-08	1.8992008586956776e-08	3.9823341156982785e-08
b'Chr05'	1316000	1645000	723	0	0	2.6771909578116028e-09
b'Chr05'	1645000	1974000	264	2.38398083790722e-08	1.237417142809196e-08	3.525416415074946e-08
b'Chr05'	1974000	2303000	741	0	0	2.6771909578116028e-09
b'Chr05'	2303000	2632000	861	4.252324557613329e-09	3.655898013489973e-10	1.1110208618242587e-08
b'Chr05'	2632000	2961000	776	8.5743447234806e-09	2.8333355887285383e-09	1.7585837075809386e-08
b'Chr05'	2961000	3290000	726	1.929153303410181e-08	9.271038355637478e-09	3.1622407488948516e-08
b'Chr05'	3290000	3619000	1046	0	0	2.6771909578116028e-09
b'Chr05'	3619000	3948000	521	1.8704392763752124e-08	9.08153785084697e-09	3.1524774675390045e-08
b'Chr05'	3948000	4277000	515	8.222351646431312e-09	3.3349899310979857e-09	1.7650941821706842e-08
b'Chr05'	4277000	4606000	452	1.938939239152352e-08	8.713023491459118e-09	3.159157414542993e-08
b'Chr05'	4606000	4935000	884	1.157481125007806e-08	4.546468497842544e-09	2.3407043510722615e-08
b'Chr05'	4935000	5264000	765	1.641589369068998e-09	0	6.0163618244756244e-09
b'Chr05'	5264000	5593000	818	1.8295372410882537e-09	0	6.20430969649488e-09
b'Chr05'	5593000	5922000	743	8.354873251303373e-09	2.6138641165513108e-09	1.736636560363216e-08
b'Chr05'	5922000	6251000	992	1.4592640312162953e-08	7.075490831500442e-09	2.7177360289389605e-08
b'Chr05'	6251000	6580000	594	1.0454845708923984e-08	4.54874094811288e-09	1.9922157088220445e-08
b'Chr05'	6580000	6909000	590	4.7685519267284686e-09	4.663864584111701e-10	1.118864362943643e-08
b'Chr05'	6909000	7238000	969	9.544972839414466e-09	3.1759502412073138e-09	2.028634800651485e-08
b'Chr05'	7238000	7567000	825	1.966989022918469e-09	0	6.341761478325095e-09
b'Chr05'	7567000	7896000	847	8.104193567577145e-09	2.363184432825083e-09	1.7115685919905933e-08
b'Chr05'	7896000	8225000	580	1.181143931358801e-08	5.016586633074069e-09	2.3784202672102275e-08
b'Chr05'	8225000	8554000	198	4.147243263793108e-09	4.808213865799976e-10	1.0426673617266111e-08
