chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'Chr08'	0	378000	354	0	0	5.880263653779134e-09
b'Chr08'	378000	756000	477	1.0354288690071913e-08	4.96566274461472e-09	1.8388204400542208e-08
b'Chr08'	756000	1134000	319	1.5756762296239795e-08	8.418619136454591e-09	2.6912024920979996e-08
b'Chr08'	1134000	1512000	287	5.8436583978550425e-09	1.785365718167773e-09	1.154216535305351e-08
b'Chr08'	1512000	1890000	1148	2.2653203446785587e-08	1.2795335547031518e-08	3.533451375974197e-08
b'Chr08'	1890000	2268000	483	1.7456135022544478e-08	1.0073643071453281e-08	2.8521442626075003e-08
b'Chr08'	2268000	2646000	726	3.2139492129742385e-08	2.0419560970849026e-08	4.130491255236119e-08
b'Chr08'	2646000	3024000	836	4.681000599421966e-08	3.693730200655184e-08	5.130839387863036e-08
b'Chr08'	3024000	3402000	489	9.04907503466213e-09	3.821470507626051e-09	1.6010630278040952e-08
b'Chr08'	3402000	3780000	286	1.8877800337478253e-08	1.1017899096508562e-08	3.124258340157874e-08
b'Chr08'	3780000	4158000	724	2.1153042653786964e-08	1.2750755876333381e-08	3.492863292228136e-08
b'Chr08'	4158000	4536000	778	1.6506749228737717e-08	9.56292531287626e-09	2.703315266653159e-08
b'Chr08'	4536000	4914000	870	4.9131950675441764e-08	3.968222558412673e-08	5.29689102255271e-08
b'Chr08'	4914000	5292000	939	4.950635279104981e-08	4.005662769973478e-08	5.334331234113515e-08
b'Chr08'	5292000	5670000	714	4.164188932635672e-08	2.9690202797013304e-08	4.7139336268472126e-08
b'Chr08'	5670000	6048000	990	5.200719137885706e-08	4.255746628754203e-08	5.58441509289424e-08
b'Chr08'	6048000	6426000	976	5.1329282959028305e-08	4.187955786771327e-08	5.516624250911364e-08
b'Chr08'	6426000	6804000	675	2.7749879603800744e-08	1.697756944879573e-08	3.872084969175419e-08
b'Chr08'	6804000	7182000	1514	5.52711633898356e-08	4.582143829852057e-08	5.910812293992094e-08
b'Chr08'	7182000	7560000	595	3.987282553577435e-08	2.8470117469119795e-08	4.5594319036972787e-08
b'Chr08'	7560000	7938000	399	2.5105087834289694e-08	1.4022347153555135e-08	3.678918605656515e-08
b'Chr08'	7938000	8316000	669	1.905047108888358e-08	1.119056984791389e-08	3.1415254152984065e-08
b'Chr08'	8316000	8694000	955	4.167806155350118e-08	2.9505238048759817e-08	4.747359431830855e-08
b'Chr08'	8694000	9072000	1017	4.8266398521135087e-08	3.821548704026064e-08	5.2527642501032334e-08
b'Chr08'	9072000	9450000	1469	5.2139370240381723e-08	4.268964514906669e-08	5.597632979046706e-08
b'Chr08'	9450000	9828000	1151	1.4660891241128485e-08	7.834627864348323e-09	2.5144097499755343e-08
b'Chr08'	9828000	10206000	784	4.3821609903920366e-08	3.2373992649785913e-08	4.8787863534476505e-08
b'Chr08'	10206000	10584000	845	3.504689902344834e-08	2.2276764118365955e-08	4.260313341719465e-08
b'Chr08'	10584000	10962000	687	4.440030698644029e-08	3.381177258160853e-08	4.9362337861517807e-08
b'Chr08'	10962000	11340000	1406	5.209536945504123e-08	4.26456443637262e-08	5.593232900512657e-08
b'Chr08'	11340000	11718000	984	3.774863559324373e-08	2.5821608582771623e-08	4.454908992623287e-08
b'Chr08'	11718000	12096000	776	7.522048098423184e-09	3.2510543619682856e-09	1.4201132317453255e-08
b'Chr08'	12096000	12474000	902	5.127516705062103e-08	4.1825441959306e-08	5.511212660070637e-08
b'Chr08'	12474000	12852000	1285	5.09387238012062e-08	4.148899870989117e-08	5.477568335129154e-08
