file_name	ld	C
Chr07_1000000-1099999_ld.txt.gz_avg.csv	16	0.224649531835649
Chr07_10300000-10399999_ld.txt.gz_avg.csv	18	0.196432263637444
Chr07_10400000-10499999_ld.txt.gz_avg.csv	553	0.00631539460100796
Chr07_10500000-10599999_ld.txt.gz_avg.csv	82	0.0424596858421355
Chr07_10600000-10699999_ld.txt.gz_avg.csv	123	0.0282905860874123
Chr07_10700000-10799999_ld.txt.gz_avg.csv	1026	0.00340331208246107
Chr07_11000000-11099999_ld.txt.gz_avg.csv	47	0.074434355346835
Chr07_1100000-1199999_ld.txt.gz_avg.csv	59	0.0592342839350557
Chr07_11100000-11199999_ld.txt.gz_avg.csv	225	0.0155458981058685
Chr07_11200000-11299999_ld.txt.gz_avg.csv	828	0.0042164320810532
Chr07_11300000-11399999_ld.txt.gz_avg.csv	4682	0.000745734121540021
Chr07_11400000-11499999_ld.txt.gz_avg.csv	356	0.00981836349292306
Chr07_11600000-11699999_ld.txt.gz_avg.csv	436	0.0080096671322982
Chr07_11700000-11799999_ld.txt.gz_avg.csv	399	0.00874808523273084
Chr07_11800000-11899999_ld.txt.gz_avg.csv	77	0.0450969117612109
Chr07_11900000-11999999_ld.txt.gz_avg.csv	75	0.0466864642158529
Chr07_12000000-12099999_ld.txt.gz_avg.csv	147	0.0237857589896788
Chr07_1200000-1299999_ld.txt.gz_avg.csv	358	0.00975791486574863
Chr07_12400000-12499999_ld.txt.gz_avg.csv	294	0.0118820714221278
Chr07_12500000-12599999_ld.txt.gz_avg.csv	91	0.0382293491770276
Chr07_1300000-1399999_ld.txt.gz_avg.csv	35	0.0991761817625189
Chr07_13300000-13399999_ld.txt.gz_avg.csv	102	0.0342323599998354
Chr07_1400000-1499999_ld.txt.gz_avg.csv	394	0.008872080927281
Chr07_15300000-15399999_ld.txt.gz_avg.csv	44	0.079606335711532
Chr07_15400000-15499999_ld.txt.gz_avg.csv	109	0.0320674704062419
Chr07_15500000-15599999_ld.txt.gz_avg.csv	209	0.0167260634030443
Chr07_15600000-15699999_ld.txt.gz_avg.csv	1155	0.0030237486305086
Chr07_15700000-15799999_ld.txt.gz_avg.csv	296	0.0117948898632494
Chr07_15800000-15899999_ld.txt.gz_avg.csv	18	0.19749211670003
Chr07_15900000-15999999_ld.txt.gz_avg.csv	19	0.182387245519935
Chr07_16000000-16099999_ld.txt.gz_avg.csv	131	0.0265669676808093
Chr07_1600000-1699999_ld.txt.gz_avg.csv	59	0.0589608471469414
Chr07_16100000-16199999_ld.txt.gz_avg.csv	296	0.0118109249090118
Chr07_16300000-16399999_ld.txt.gz_avg.csv	483	0.00722867419364219
Chr07_16400000-16499999_ld.txt.gz_avg.csv	126	0.0277879001985866
Chr07_16500000-16599999_ld.txt.gz_avg.csv	NA	8.36816936026126e-05
Chr07_17000000-17099999_ld.txt.gz_avg.csv	44	0.080162455157171
Chr07_17200000-17299999_ld.txt.gz_avg.csv	1500	0.00232691887632425
Chr07_17600000-17699999_ld.txt.gz_avg.csv	184	0.0190014693194635
Chr07_17700000-17799999_ld.txt.gz_avg.csv	267	0.0130677209460893
Chr07_18800000-18899999_ld.txt.gz_avg.csv	35	0.0987212369650031
Chr07_19100000-19199999_ld.txt.gz_avg.csv	42	0.0827381261543989
Chr07_19200000-19299999_ld.txt.gz_avg.csv	309	0.0112835876502545
Chr07_19400000-19499999_ld.txt.gz_avg.csv	1239	0.00281684655345021
Chr07_19500000-19599999_ld.txt.gz_avg.csv	3665	0.00095275647011354
Chr07_19800000-19899999_ld.txt.gz_avg.csv	118	0.0295933120794324
Chr07_19900000-19999999_ld.txt.gz_avg.csv	492	0.00709587488447906
Chr07_20000000-20099999_ld.txt.gz_avg.csv	904	0.00386426406831423
Chr07_200000-299999_ld.txt.gz_avg.csv	5	0.746245446883359
Chr07_20100000-20199999_ld.txt.gz_avg.csv	64	0.0544439502719315
Chr07_20200000-20299999_ld.txt.gz_avg.csv	941	0.00370999409260844
Chr07_20300000-20399999_ld.txt.gz_avg.csv	464	0.00753016004346979
Chr07_20400000-20499999_ld.txt.gz_avg.csv	60	0.0581219864649449
Chr07_20500000-20599999_ld.txt.gz_avg.csv	516	0.00676359135821192
Chr07_20600000-20699999_ld.txt.gz_avg.csv	302	0.0115522342512028
Chr07_20700000-20799999_ld.txt.gz_avg.csv	31	0.112049492107636
Chr07_20900000-20999999_ld.txt.gz_avg.csv	716	0.00487487651206437
Chr07_21000000-21099999_ld.txt.gz_avg.csv	819	0.00426406280160353
Chr07_21100000-21199999_ld.txt.gz_avg.csv	4890	0.000713953840750021
Chr07_21200000-21299999_ld.txt.gz_avg.csv	5330	0.000655093080077184
Chr07_21300000-21399999_ld.txt.gz_avg.csv	859	0.00406489501136884
Chr07_21400000-21499999_ld.txt.gz_avg.csv	1053	0.00331722433033727
Chr07_21500000-21599999_ld.txt.gz_avg.csv	149	0.0235114245273745
Chr07_21600000-21699999_ld.txt.gz_avg.csv	525	0.00664479474942862
Chr07_21700000-21799999_ld.txt.gz_avg.csv	476	0.00733370632371191
Chr07_21800000-21899999_ld.txt.gz_avg.csv	104	0.033634645589031
Chr07_21900000-21999999_ld.txt.gz_avg.csv	722	0.00483460125325045
Chr07_22000000-22099999_ld.txt.gz_avg.csv	20	0.17192450720804
Chr07_22100000-22199999_ld.txt.gz_avg.csv	588	0.00594164941739549
Chr07_22200000-22299999_ld.txt.gz_avg.csv	70	0.049871069070067
Chr07_22300000-22399999_ld.txt.gz_avg.csv	515	0.00678311820897114
Chr07_22400000-22499999_ld.txt.gz_avg.csv	223	0.0156676508133287
Chr07_22500000-22599999_ld.txt.gz_avg.csv	13448	0.000259634814182668
Chr07_22700000-22799999_ld.txt.gz_avg.csv	8116	0.000430192558991869
Chr07_22800000-22899999_ld.txt.gz_avg.csv	279	0.0125357114256096
Chr07_22900000-22999999_ld.txt.gz_avg.csv	1587	0.00220035366608226
Chr07_23000000-23099999_ld.txt.gz_avg.csv	2193	0.00159186303990893
Chr07_23100000-23199999_ld.txt.gz_avg.csv	127	0.0275138694281634
Chr07_23400000-23499999_ld.txt.gz_avg.csv	277	0.0125900135967332
Chr07_23500000-23599999_ld.txt.gz_avg.csv	582	0.00599845748534315
Chr07_23600000-23699999_ld.txt.gz_avg.csv	8557	0.00040801086195432
Chr07_23700000-23799999_ld.txt.gz_avg.csv	492	0.00709499812334774
Chr07_23800000-23899999_ld.txt.gz_avg.csv	777	0.00449523439832776
Chr07_23900000-23999999_ld.txt.gz_avg.csv	493	0.00707812649944944
Chr07_24000000-24099999_ld.txt.gz_avg.csv	1258	0.00277458723476411
Chr07_24100000-24199999_ld.txt.gz_avg.csv	1631	0.00214066122508576
Chr07_24300000-24399999_ld.txt.gz_avg.csv	330	0.010585024129356
Chr07_24400000-24499999_ld.txt.gz_avg.csv	76	0.0461129678772924
Chr07_24600000-24699999_ld.txt.gz_avg.csv	203	0.017223591183118
Chr07_24800000-24899999_ld.txt.gz_avg.csv	2990	0.00116766091982108
Chr07_24900000-24999999_ld.txt.gz_avg.csv	267	0.0130602889299794
Chr07_25000000-25099999_ld.txt.gz_avg.csv	361	0.0096645256298316
Chr07_25200000-25299999_ld.txt.gz_avg.csv	468	0.00746126085930147
Chr07_25300000-25399999_ld.txt.gz_avg.csv	2605	0.00134036137674199
Chr07_25400000-25499999_ld.txt.gz_avg.csv	220	0.0158516816010546
Chr07_25500000-25599999_ld.txt.gz_avg.csv	137	0.0254025363672266
Chr07_25600000-25699999_ld.txt.gz_avg.csv	58	0.0606929946912836
Chr07_25700000-25799999_ld.txt.gz_avg.csv	302	0.0115424526350644
