file_name	ld	C
Chr03_0-99999_ld.txt.gz_avg.csv	12	0.297655986698079
Chr03_1000000-1099999_ld.txt.gz_avg.csv	758	0.0046091823078058
Chr03_100000-199999_ld.txt.gz_avg.csv	532	0.00655881475324084
Chr03_10300000-10399999_ld.txt.gz_avg.csv	266	0.0131487983321618
Chr03_10400000-10499999_ld.txt.gz_avg.csv	1493	0.00233918912593202
Chr03_10500000-10599999_ld.txt.gz_avg.csv	2657	0.00131420339105895
Chr03_10600000-10699999_ld.txt.gz_avg.csv	1252	0.0027893339930518
Chr03_10700000-10799999_ld.txt.gz_avg.csv	779	0.00448405718232411
Chr03_10800000-10899999_ld.txt.gz_avg.csv	4068	0.000858274016439306
Chr03_10900000-10999999_ld.txt.gz_avg.csv	904	0.00386279332592587
Chr03_11000000-11099999_ld.txt.gz_avg.csv	2358	0.00148082796878231
Chr03_1100000-1199999_ld.txt.gz_avg.csv	3628	0.000962463873370617
Chr03_11100000-11199999_ld.txt.gz_avg.csv	NA	0.000106702499952753
Chr03_11200000-11299999_ld.txt.gz_avg.csv	3134	0.0011141633842708
Chr03_11300000-11399999_ld.txt.gz_avg.csv	405	0.00862136572264039
Chr03_11400000-11499999_ld.txt.gz_avg.csv	1422	0.00245585847643996
Chr03_11500000-11599999_ld.txt.gz_avg.csv	396	0.00881542671789959
Chr03_11600000-11699999_ld.txt.gz_avg.csv	1100	0.00317464421682337
Chr03_11700000-11799999_ld.txt.gz_avg.csv	271	0.0128772382784393
Chr03_11800000-11899999_ld.txt.gz_avg.csv	641	0.00544652968071784
Chr03_11900000-11999999_ld.txt.gz_avg.csv	778	0.00448545534485895
Chr03_12000000-12099999_ld.txt.gz_avg.csv	1251	0.00279076898798198
Chr03_1200000-1299999_ld.txt.gz_avg.csv	1744	0.00200159347042207
Chr03_12100000-12199999_ld.txt.gz_avg.csv	190	0.018356444604848
Chr03_12200000-12299999_ld.txt.gz_avg.csv	707	0.00493880640621962
Chr03_12300000-12399999_ld.txt.gz_avg.csv	1397	0.00249902627082359
Chr03_12400000-12499999_ld.txt.gz_avg.csv	12909	0.000270463086128745
Chr03_12500000-12599999_ld.txt.gz_avg.csv	5059	0.00069013320010349
Chr03_12600000-12699999_ld.txt.gz_avg.csv	1971	0.00177172278028531
Chr03_12700000-12799999_ld.txt.gz_avg.csv	30	0.116816915273813
Chr03_12800000-12899999_ld.txt.gz_avg.csv	758	0.00460336640593745
Chr03_12900000-12999999_ld.txt.gz_avg.csv	6573	0.000531165827679734
Chr03_13000000-13099999_ld.txt.gz_avg.csv	1945	0.00179483049556431
Chr03_1300000-1399999_ld.txt.gz_avg.csv	9606	0.000363472253413588
Chr03_13100000-13199999_ld.txt.gz_avg.csv	294	0.0118608482004647
Chr03_13200000-13299999_ld.txt.gz_avg.csv	1726	0.00202309501953563
Chr03_13300000-13399999_ld.txt.gz_avg.csv	666	0.00524389244522338
Chr03_13400000-13499999_ld.txt.gz_avg.csv	1765	0.00197849780893424
Chr03_13500000-13599999_ld.txt.gz_avg.csv	991	0.0035247087993009
Chr03_13700000-13799999_ld.txt.gz_avg.csv	255	0.0136723223898758
Chr03_13800000-13899999_ld.txt.gz_avg.csv	752	0.0046402454372368
Chr03_13900000-13999999_ld.txt.gz_avg.csv	569	0.00614096680813182
Chr03_14000000-14099999_ld.txt.gz_avg.csv	797	0.00438083306031742
Chr03_1400000-1499999_ld.txt.gz_avg.csv	507	0.00688504862536463
Chr03_14300000-14399999_ld.txt.gz_avg.csv	15	0.233399276807511
Chr03_14400000-14499999_ld.txt.gz_avg.csv	53	0.0655850887586157
Chr03_14500000-14599999_ld.txt.gz_avg.csv	50	0.0697327600044065
Chr03_14600000-14699999_ld.txt.gz_avg.csv	142	0.0245909806970072
Chr03_1500000-1599999_ld.txt.gz_avg.csv	NA	3.0388890974355e-05
Chr03_15300000-15399999_ld.txt.gz_avg.csv	51	0.0679564160100831
Chr03_15500000-15599999_ld.txt.gz_avg.csv	1725	0.00202394027195182
Chr03_15600000-15699999_ld.txt.gz_avg.csv	2919	0.00119590930487868
Chr03_15700000-15799999_ld.txt.gz_avg.csv	1690	0.00206574446463661
Chr03_15800000-15899999_ld.txt.gz_avg.csv	1080	0.00323418144875075
Chr03_15900000-15999999_ld.txt.gz_avg.csv	713	0.00489424639545575
Chr03_16000000-16099999_ld.txt.gz_avg.csv	947	0.00368563605736605
Chr03_1600000-1699999_ld.txt.gz_avg.csv	1420	0.00245925050861442
Chr03_16100000-16199999_ld.txt.gz_avg.csv	338	0.0103441988683683
Chr03_16500000-16599999_ld.txt.gz_avg.csv	2401	0.00145390605006724
Chr03_16900000-16999999_ld.txt.gz_avg.csv	3560	0.00098070236299347
Chr03_17000000-17099999_ld.txt.gz_avg.csv	732	0.00477237626230727
