Chr08,22328249,22338781
Chr08,22338782,22349314
Chr08,22349315,22359847
Chr08,22359848,22370380
Chr08,22370381,22380913
Chr08,22380914,22391446
Chr08,22391447,22401979
Chr08,22401980,22412512
Chr08,22412513,22423045
Chr08,22423046,22433578
Chr08,22433579,22444111
Chr08,22444112,22454644
Chr08,22454645,22465177
Chr08,22465178,22475710
Chr08,22475711,22486243
Chr08,22486244,22496776
Chr08,22496777,22507309
Chr08,22507310,22517842
Chr08,22517843,22528375
Chr08,22528376,22538908
Chr08,22538909,22549441
Chr08,22549442,22559974
Chr08,22559975,22570507
Chr08,22570508,22581040
Chr08,22581041,22591573
Chr08,22591574,22602106
Chr08,22602107,22612639
Chr08,22612640,22623172
Chr08,22623173,22633705
Chr08,22633706,22644238
Chr08,22644239,22654771
Chr08,22654772,22665304
Chr08,22665305,22675837
Chr08,22675838,22686370
Chr08,22686371,22696903
Chr08,22696904,22707436
Chr08,22707437,22717969
Chr08,22717970,22728502
Chr08,22728503,22739035
Chr08,22739036,22749536
