file_name	ld	C
Chr01_10000000-10099999_ld.txt.gz_avg.csv	43162	8.0892033479579e-05
Chr01_1000000-1099999_ld.txt.gz_avg.csv	6379	0.000547369302527538
Chr01_10300000-10399999_ld.txt.gz_avg.csv	13457	-0.00048335216167078
Chr01_10600000-10699999_ld.txt.gz_avg.csv	17786	0.000196304951806643
Chr01_10700000-10799999_ld.txt.gz_avg.csv	NA	4.62776004835605e-05
Chr01_10900000-10999999_ld.txt.gz_avg.csv	NA	2.80759346421992e-05
Chr01_11000000-11099999_ld.txt.gz_avg.csv	NA	6.21021645211765e-06
Chr01_1100000-1199999_ld.txt.gz_avg.csv	4830	0.000722925894179163
Chr01_11100000-11199999_ld.txt.gz_avg.csv	NA	1.28154195425261e-05
Chr01_11200000-11299999_ld.txt.gz_avg.csv	13521	0.000258226225748365
Chr01_11300000-11399999_ld.txt.gz_avg.csv	14314	0.000243913340272149
Chr01_11400000-11499999_ld.txt.gz_avg.csv	8257	0.000422869830682472
Chr01_11500000-11599999_ld.txt.gz_avg.csv	18620	0.000187508621523904
Chr01_11600000-11699999_ld.txt.gz_avg.csv	3903	0.00089450278820542
Chr01_11700000-11799999_ld.txt.gz_avg.csv	4785	0.000729715974831416
Chr01_11800000-11899999_ld.txt.gz_avg.csv	25787	0.000135397147027743
Chr01_11900000-11999999_ld.txt.gz_avg.csv	43653	7.99815428109773e-05
Chr01_12000000-12099999_ld.txt.gz_avg.csv	13823	0.000252580757345908
Chr01_1200000-1299999_ld.txt.gz_avg.csv	715	0.00488617359524675
Chr01_12100000-12199999_ld.txt.gz_avg.csv	6095	0.000572799729122956
Chr01_12200000-12299999_ld.txt.gz_avg.csv	21861	0.000159710817893409
Chr01_12300000-12399999_ld.txt.gz_avg.csv	24847	0.000140518512555881
Chr01_12400000-12499999_ld.txt.gz_avg.csv	24189	0.000144339122239188
Chr01_12500000-12599999_ld.txt.gz_avg.csv	12907	0.000270506094615909
Chr01_12600000-12699999_ld.txt.gz_avg.csv	16533	0.000211177873096633
Chr01_12700000-12799999_ld.txt.gz_avg.csv	5914	0.000590381025961929
Chr01_12800000-12899999_ld.txt.gz_avg.csv	NA	0.000205781521970859
Chr01_12900000-12999999_ld.txt.gz_avg.csv	5947	0.000587120115124819
Chr01_13000000-13099999_ld.txt.gz_avg.csv	14329	0.000243655870636692
Chr01_13100000-13199999_ld.txt.gz_avg.csv	2132	0.00163791597771377
Chr01_13200000-13299999_ld.txt.gz_avg.csv	22275	0.000156742367348767
Chr01_13300000-13399999_ld.txt.gz_avg.csv	1187	0.0029407073898671
