chrom	start	end	nSites	recombRate	CI95LO	CI95HI
Chr07	226000	339000	55	1.7487070008518713e-09	0	7.054862560233279e-09
Chr07	339000	452000	518	1.6738407390039695e-08	5.55144643245205e-09	3.231507241453675e-08
Chr07	452000	565000	599	5.072976289466808e-10	0	4.013834778480208e-09
Chr07	565000	678000	554	1.6167777080732846e-08	6.398796034412e-09	3.144175711704504e-08
Chr07	678000	791000	461	3.364500517767595e-08	1.9027532878426142e-08	4.222190312509696e-08
Chr07	791000	904000	288	1.8221624053131096e-08	7.529904765439016e-09	3.293830703649336e-08
Chr07	904000	1017000	294	7.127571400002902e-09	1.1316473316446528e-09	1.8169829574501346e-08
Chr07	1130000	1243000	79	1.5506256739473845e-09	0	6.386893193739543e-09
Chr07	1243000	1356000	463	1.6159493300332367e-08	6.016971766580975e-09	3.163859023788637e-08
Chr07	1356000	1469000	382	2.5546940094162354e-08	1.2024196480392649e-08	3.7297251839990765e-08
Chr07	1582000	1695000	62	5.67667493710545e-09	2.550751457722853e-10	1.4566326130050272e-08
Chr07	2712000	2825000	524	4.24407821393051e-09	0	1.175511247515108e-08
Chr07	2825000	2938000	644	5.0054792382900836e-09	3.3432071164218285e-10	1.2914146847980747e-08
Chr07	2938000	3051000	119	6.317998883616434e-09	1.0474180229774051e-09	1.6685680308099955e-08
Chr07	3051000	3164000	226	8.532011979889536e-09	2.184862551624339e-09	2.019392403814793e-08
Chr07	3164000	3277000	322	5.813891000243848e-09	3.9229120891068286e-10	1.4703542193188669e-08
Chr07	3277000	3390000	61	1.7930007266900914e-09	0	7.099156286071499e-09
Chr07	3390000	3503000	87	1.3023526687633564e-09	0	5.785466593299395e-09
Chr07	4181000	4294000	106	5.945271900937161e-09	5.236721096039962e-10	1.4834923093881982e-08
Chr07	4972000	5085000	85	6.143100163646588e-09	7.21500372313423e-10	1.503275135659141e-08
Chr07	5198000	5311000	61	3.2721686904540457e-09	0	1.0633190082880937e-08
Chr07	5311000	5424000	96	0	0	2.80421303955336e-09
Chr07	5424000	5537000	199	1.6045170005237007e-08	5.902648471485614e-09	3.152426694279101e-08
Chr07	5537000	5650000	224	1.4183288999862369e-08	4.475269544872034e-09	2.776477142744498e-08
Chr07	5650000	5763000	49	0	0	2.80421303955336e-09
Chr07	5876000	5989000	184	1.2165472775335782e-08	4.068367655604841e-09	2.541065812384516e-08
Chr07	5989000	6102000	159	8.031172521169308e-09	1.8217811201118347e-09	1.9029232361786055e-08
Chr07	6102000	6215000	67	4.140787752919328e-09	3.687278440506862e-10	1.1053473421244806e-08
Chr07	6215000	6328000	492	2.6268908602871362e-09	0	8.816280572150804e-09
Chr07	6328000	6441000	673	5.063998500895903e-09	3.928399742480023e-10	1.2972666110586566e-08
Chr07	6441000	6554000	89	3.806435992782484e-09	3.437608391384224e-11	1.0719121661107962e-08
Chr07	6554000	6667000	163	2.2748016287015813e-09	0	8.464191340565249e-09
Chr07	6667000	6780000	253	1.051363795761329e-08	2.9797789542963553e-09	2.336918338579419e-08
Chr07	6893000	7006000	277	1.1272980987179126e-08	2.8974193651475563e-09	2.4840182527178144e-08
Chr07	7006000	7119000	564	1.292532341179763e-09	0	6.128799860971922e-09
Chr07	7119000	7232000	108	5.352450363918292e-09	4.083164172244954e-10	1.4896083536544477e-08
Chr07	7232000	7345000	154	1.0397561235149421e-08	2.863702231832487e-09	2.3253106663330318e-08
Chr07	7458000	7571000	354	3.7849004164689106e-09	1.2840507600268937e-11	1.0697586084794388e-08
Chr07	9605000	9718000	330	1.846390224995952e-08	7.772182962267439e-09	3.318058523332178e-08
Chr07	9718000	9831000	602	1.4997728193805154e-08	5.04510506816322e-09	3.019270769067381e-08
Chr07	10283000	10396000	233	1.4885752679536872e-08	4.933129553894938e-09	3.008073217640553e-08
Chr07	10396000	10509000	1033	1.3698232712470493e-08	4.616415947182086e-09	2.900638905501217e-08
Chr07	10509000	10622000	239	1.830540615194497e-08	6.658524159767188e-09	3.235383941308289e-08
Chr07	10622000	10735000	433	1.8636287189363894e-08	7.944567901671814e-09	3.3352970172726156e-08
Chr07	10735000	10848000	713	5.641087707186325e-09	6.969537604925285e-10	1.518472087981251e-08
Chr07	11074000	11187000	392	1.8719979965827513e-08	7.073097973649731e-09	3.276841322696543e-08
Chr07	11187000	11300000	635	1.3451250023468706e-09	0	6.1813925221390295e-09
Chr07	11300000	11413000	223	4.0238728396805556e-09	2.5181293081191397e-10	1.0936558508006033e-08
Chr07	11413000	11526000	60	3.02248725947859e-09	0	9.773834540709423e-09
Chr07	11639000	11752000	372	4.5686222953436355e-09	1.4777722754514006e-10	1.2079656556564206e-08
Chr07	11752000	11865000	1701	1.955921306925518e-09	0	7.262076866306926e-09
Chr07	11865000	11978000	838	4.005911850691873e-09	2.3385194182323173e-10	1.0918597519017351e-08
Chr07	11978000	12091000	438	4.839896767351327e-09	1.6873824070342612e-10	1.274856437704199e-08
Chr07	12317000	12430000	267	2.3962654836310744e-08	1.1223264471475342e-08	3.673942176965303e-08
Chr07	12430000	12543000	527	1.9954754449274667e-09	0	7.3016310043088744e-09
Chr07	15368000	15481000	203	0	0	2.80421303955336e-09
Chr07	15481000	15594000	192	7.105707320638153e-09	1.1097832522799042e-09	1.8147965495136594e-08
Chr07	15594000	15707000	328	1.0241468099771385e-08	2.7076090964544504e-09	2.3097013527952283e-08
Chr07	15707000	15820000	149	1.287912849499192e-08	3.4931606698101677e-09	2.629501254312102e-08
Chr07	15820000	15933000	139	2.503438059004117e-09	0	8.692827770867784e-09
Chr07	16046000	16159000	832	1.796258664166685e-09	0	7.102414223548093e-09
Chr07	16385000	16498000	732	1.7811678435890323e-09	0	7.08732340297044e-09
Chr07	16498000	16611000	167	8.11264058214236e-09	1.7654911538771624e-09	1.9774552640400755e-08
Chr07	17063000	17176000	169	5.7051344772141324e-09	2.8353468588096745e-10	1.4594785670158954e-08
