chrom	start	end	nSites	recombRate	CI95LO	CI95HI
Chr05	0	169000	1125	7.604164079778222e-09	1.7513270203280565e-09	1.6308282883271306e-08
Chr05	169000	338000	643	5.69665324676975e-09	8.365985769501033e-10	1.3435413723652787e-08
Chr05	338000	507000	334	2.7669593112918043e-08	1.45933625257013e-08	3.8748252080907024e-08
Chr05	507000	676000	202	1.6900903755916869e-09	0	6.158939222120004e-09
Chr05	676000	845000	557	1.1694604307868985e-08	4.254978414755897e-09	2.4177641311943032e-08
Chr05	845000	1014000	431	1.1968245122554926e-08	4.528619229441838e-09	2.4451282126628973e-08
Chr05	1014000	1183000	535	2.514656520330081e-08	1.2007552592060079e-08	3.690822209617326e-08
Chr05	1183000	1352000	560	4.162089789296942e-09	5.7398935418063844e-11	1.0633189245581375e-08
Chr05	1352000	1521000	482	4.219005610888422e-09	1.2411496210143587e-10	1.0903772106789751e-08
Chr05	1521000	1690000	261	9.462934879710318e-09	3.0079928765790813e-09	1.911820035573767e-08
Chr05	1690000	1859000	475	1.9409135062493295e-08	7.90007302576355e-09	3.336476602445258e-08
Chr05	2028000	2197000	774	4.581717508749969e-09	4.868268599629826e-10	1.1266484004651298e-08
Chr05	2197000	2366000	761	4.876141051737447e-09	4.941105355117924e-10	1.2250208142019656e-08
Chr05	2366000	2535000	620	1.6225565657144154e-08	6.653445360746953e-09	3.0144453033151815e-08
Chr05	2535000	2704000	752	2.801085065709752e-08	1.4934620069880776e-08	3.90895096250865e-08
Chr05	2704000	2873000	617	2.875221218659271e-08	1.54732226786117e-08	3.912272898745436e-08
Chr05	2873000	3042000	742	2.569311557252115e-08	1.2688484245158747e-08	3.7477457519229e-08
Chr05	3042000	3211000	570	1.7309244851529142e-08	6.948821665500331e-09	3.139151042739459e-08
Chr05	3211000	3380000	704	8.791061051419317e-09	2.956364725329079e-09	1.7747005481930266e-08
Chr05	3380000	3549000	1000	1.3389770773441425e-08	5.068128065188118e-09	2.622480976063261e-08
Chr05	3549000	3718000	802	1.2188116334081145e-08	4.8544704213151716e-09	2.406621412831902e-08
Chr05	3718000	3887000	265	1.3361659723019429e-08	5.0400170147661215e-09	2.6196698710210613e-08
Chr05	3887000	4056000	94	5.60743245484199e-09	1.0966096284662746e-09	1.2351493231339906e-08
Chr05	4056000	4225000	586	4.249529331992676e-09	1.5463868320568936e-10	1.0934295827894005e-08
Chr05	4225000	4394000	325	6.007545764680565e-09	1.1474910948609184e-09	1.3746306241563602e-08
Chr05	4394000	4563000	626	1.1746055380019468e-08	4.30642948690638e-09	2.4229092384093516e-08
Chr05	4563000	4732000	617	2.1233945201132002e-08	9.742295746889256e-09	3.597426909594494e-08
Chr05	4732000	4901000	792	3.941717720290033e-08	2.6252577037362e-08	4.5785262906101465e-08
Chr05	4901000	5070000	836	2.1972081717602206e-08	1.099941152292669e-08	3.551833055136452e-08
Chr05	5070000	5239000	270	4.5956655290544433e-10	0	3.5908504517438762e-09
Chr05	5239000	5408000	839	9.440376451262998e-09	2.9854344481317616e-09	1.9095641927290347e-08
Chr05	5408000	5577000	672	2.037933339659402e-08	9.198792414668574e-09	3.4680184300075447e-08
Chr05	5577000	5746000	769	1.6306900579243623e-08	6.734780282846421e-09	3.022578795525128e-08
Chr05	5746000	5915000	554	1.0019626421829918e-08	3.50414746547063e-09	2.0835914775695307e-08
Chr05	5915000	6084000	827	1.492399301936382e-08	6.446698286507855e-09	2.81719736874046e-08
Chr05	6084000	6253000	946	2.4413227571917997e-08	1.1871538107177895e-08	3.623294415517919e-08
Chr05	6253000	6422000	881	1.0665835947343813e-08	3.344243681547274e-09	2.136161203437679e-08
Chr05	6422000	6591000	87	8.723126083619116e-09	2.8884297575288776e-09	1.7679070514130065e-08
Chr05	6591000	6760000	377	3.016419124053988e-09	0	7.94085664847683e-09
Chr05	6760000	6929000	670	2.1837776958389296e-08	1.050124624422156e-08	3.492301740513116e-08
Chr05	6929000	7098000	847	1.53367212725926e-08	6.06707075874917e-09	2.8684386201479205e-08
Chr05	7098000	7267000	514	1.0390630224661132e-08	3.567430308477279e-09	2.146274278478987e-08
Chr05	7267000	7436000	824	2.6986866041386064e-09	0	7.623124128561448e-09
Chr05	7436000	7605000	526	2.156127281815218e-08	1.0069623363909432e-08	3.630159671296512e-08
Chr05	7605000	7774000	841	8.17068551074098e-09	2.501115541683105e-09	1.770414189062532e-08
Chr05	7774000	7943000	693	1.0948172729838787e-08	3.626580464042248e-09	2.1643948816871767e-08
Chr05	7943000	8112000	550	3.3184675408791696e-09	0	9.417005149124802e-09
