chrom	start	end	nSites	recombRate	CI95LO	CI95HI
Chr10	0	304000	575	1.2443726016909884e-08	5.6709242308396794e-09	2.290976654003705e-08
Chr10	304000	608000	657	2.0482925002543013e-08	1.0584021683282103e-08	3.335787286593794e-08
Chr10	608000	912000	222	1.2243657948611896e-08	5.470856162541692e-09	2.2709698471739058e-08
Chr10	912000	1216000	477	1.2553433670077495e-08	5.780631884007291e-09	2.3019474193204656e-08
Chr10	1216000	1520000	1107	2.651726057191234e-08	1.4887109995987027e-08	3.75531804831632e-08
Chr10	1520000	1824000	761	2.513890690661321e-08	1.3109853864073893e-08	3.561742478222492e-08
Chr10	1824000	2128000	617	1.124297128368823e-08	4.7035779013339096e-09	2.1994466266884836e-08
Chr10	2128000	2432000	623	2.090220989414779e-08	1.0469885023512733e-08	3.313485670075697e-08
Chr10	2432000	2736000	617	1.2827677873607124e-08	5.617522956048626e-09	2.3646880740547838e-08
Chr10	2736000	3040000	900	1.554505811757182e-08	7.826720481884741e-09	2.7768406673123003e-08
Chr10	3040000	3344000	1052	3.258491117414856e-08	2.057836821429597e-08	4.042990631654057e-08
Chr10	3344000	3648000	793	1.439787215561054e-08	6.7178023754745176e-09	2.5657834007416644e-08
Chr10	3648000	3952000	1049	3.3846594703039015e-08	2.170779598128874e-08	4.082522659762205e-08
Chr10	3952000	4256000	882	1.2064569907728202e-08	5.291768121657998e-09	2.2530610430855365e-08
Chr10	4256000	4560000	837	1.7351629308717787e-08	8.919098634987944e-09	2.9692248857185443e-08
Chr10	4560000	4864000	165	5.624400524647774e-09	1.984260601825247e-09	1.1851221583422363e-08
Chr10	4864000	5168000	618	2.332493855160709e-08	1.185308024386376e-08	3.510825971485718e-08
Chr10	5168000	5472000	446	1.9344843389193734e-08	9.897950210360996e-09	3.309750852922588e-08
Chr10	5472000	5776000	783	2.918615924122458e-08	1.712175940652538e-08	3.816706832430293e-08
Chr10	5776000	6080000	448	1.9570061674129345e-08	1.0135454911625384e-08	3.1710487405517755e-08
Chr10	6080000	6384000	603	2.059575451738265e-08	1.0163429646747592e-08	3.282840132399183e-08
Chr10	6384000	6688000	642	6.745800837225074e-09	1.9187243653556555e-09	1.3181450628084159e-08
Chr10	6688000	6992000	536	3.691231944254737e-08	2.5382433996154376e-08	4.316530281807941e-08
Chr10	6992000	7296000	994	2.9408346838867496e-08	1.726052928699006e-08	3.8616783785162744e-08
Chr10	7296000	7600000	782	2.7242550098434162e-08	1.499217005472401e-08	3.7062141371875283e-08
Chr10	7600000	7904000	788	3.385321416532895e-08	2.1714415443578672e-08	4.083184605991198e-08
Chr10	7904000	8208000	670	2.97039012450568e-08	1.7556083693179364e-08	3.891233819135205e-08
Chr10	8208000	8512000	912	2.038961517693595e-08	9.957290306300894e-09	3.262226198354513e-08
Chr10	8512000	8816000	1755	1.619158998959932e-08	7.654290522228846e-09	2.7808554180207634e-08
Chr10	8816000	9120000	1670	1.959032995651227e-08	1.015572319400831e-08	3.1730755687900675e-08
Chr10	9120000	9424000	893	3.006261687462423e-08	1.7724723101317713e-08	3.837831114113836e-08
Chr10	9424000	9728000	1503	2.4463308422206598e-08	1.3169155609227078e-08	3.5452880341346557e-08
Chr10	9728000	10032000	909	4.918741992369751e-08	4.137728667245715e-08	5.303344333455589e-08
Chr10	10032000	10336000	851	5.363544725353492e-08	4.582531400229456e-08	5.7481470664393296e-08
Chr10	10336000	10640000	670	1.848320900973027e-08	9.97801519383051e-09	3.095007734739857e-08
Chr10	10640000	10944000	478	4.733764261681001e-08	3.82355837768385e-08	5.1071710249686767e-08
Chr10	10944000	11248000	799	3.298050473034011e-08	2.0096515565903998e-08	4.06396941019628e-08
Chr10	11248000	11552000	894	4.080786767674532e-08	2.941717932864457e-08	4.607476996882348e-08
Chr10	11552000	11856000	652	2.6912173141036837e-08	1.5282022565111525e-08	3.79480930522877e-08
Chr10	11856000	12160000	419	1.553641953248489e-08	7.81808189679781e-09	2.7759768088036072e-08
Chr10	12160000	12464000	882	4.638187680775514e-08	3.707590481475405e-08	5.064733332907918e-08
Chr10	12464000	12768000	1005	4.965948030499015e-08	4.1849347053749794e-08	5.350550371584853e-08
Chr10	12768000	13072000	939	3.9416152175952793e-08	2.7801951419270612e-08	4.5338632104652226e-08
Chr10	13072000	13376000	1472	2.9239689800322408e-08	1.709187224844497e-08	3.8448126746617656e-08
Chr10	13376000	13680000	648	1.9528522429641517e-08	1.0081629250808778e-08	3.3281187569673665e-08
Chr10	13680000	13984000	829	1.5672838005504657e-08	7.816309000358883e-09	2.7286768622720485e-08
Chr10	13984000	14288000	1683	1.7183578516462466e-08	8.751047842732622e-09	2.9524198064930122e-08
Chr10	14288000	14592000	1099	3.361211989979671e-08	2.1623568370511693e-08	4.123635349980879e-08
Chr10	14592000	14896000	1723	6.046533983825972e-08	5.265520658701936e-08	6.43113632491181e-08
Chr10	14896000	15200000	1526	3.087071635038359e-08	1.8648323830083374e-08	3.9271470487156136e-08
Chr10	15200000	15504000	571	2.4054937272823015e-08	1.323169061835525e-08	3.5782751104009055e-08
Chr10	15504000	15808000	1503	5.505633402337625e-08	4.7246200772135894e-08	5.890235743423463e-08
Chr10	15808000	16112000	648	1.2579181425220844e-08	5.369026507662346e-09	2.3398384292161558e-08
