chrom	start	end	nSites	recombRate	CI95LO	CI95HI
Chr09	512000	640000	363	2.3179613604198037e-08	1.132472402308923e-08	3.4861438622626104e-08
Chr09	640000	768000	356	1.2100184370644462e-08	4.094942212595475e-09	2.4156218630444185e-08
Chr09	768000	896000	872	1.1126206815397037e-08	3.1272436346861203e-09	2.2565649142129805e-08
Chr09	896000	1024000	430	2.4830208873269814e-08	1.2928869314963068e-08	3.721416477846284e-08
Chr09	1024000	1152000	419	2.093144037398937e-08	9.796307202908646e-09	3.425285270278217e-08
Chr09	1152000	1280000	320	1.7804478984138215e-08	8.151424672695628e-09	3.139910529770045e-08
Chr09	1408000	1536000	91	2.479867025807943e-09	1.9426598404526834e-10	7.800393711700387e-09
Chr09	1536000	1664000	135	0	0	2.7024852577994806e-09
Chr09	1664000	1792000	347	7.3340604619959916e-09	1.2148955982910956e-09	1.5872229122972443e-08
Chr09	1792000	1920000	393	1.744625681542479e-09	7.422985713424937e-10	6.414878710291494e-09
Chr09	1920000	2048000	537	6.035273121892839e-09	8.393216750137176e-10	1.3634711600393369e-08
Chr09	2048000	2176000	327	9.784415320388307e-09	3.657888390171438e-09	1.9962868867060322e-08
Chr09	2176000	2304000	328	8.87866741141055e-09	2.250656648955545e-09	1.8987237658935083e-08
Chr09	2304000	2432000	232	2.27069572784084e-09	0	7.591222413733284e-09
Chr09	2432000	2560000	475	1.60337867447307e-08	6.939424903353238e-09	2.9296614203235193e-08
Chr09	2560000	2688000	290	1.282348896887486e-08	4.683562413857363e-09	2.4617972980548345e-08
Chr09	2688000	2816000	212	1.117202447620097e-08	4.041747662773598e-09	2.3351948834181068e-08
Chr09	2816000	2944000	553	3.1180413159706455e-08	1.8197017423407424e-08	4.020135155598228e-08
Chr09	2944000	3072000	727	5.4417455656960946e-09	2.000778880160101e-10	1.3822244060860182e-08
Chr09	3072000	3200000	867	1.1505255446493484e-08	3.506292265782568e-09	2.2944697773226252e-08
Chr09	3200000	3328000	492	1.175482306853226e-08	3.749580910483273e-09	2.3810857328331985e-08
Chr09	3328000	3456000	782	4.552711569819375e-09	0	1.1664137329195661e-08
Chr09	3456000	3584000	947	8.465440070945057e-09	2.4411770713851197e-09	1.830091361766049e-08
Chr09	3584000	3712000	503	1.0544487991651246e-08	3.719044581188152e-09	2.2365115712744293e-08
Chr09	3712000	3840000	176	1.2860677899882024e-08	4.720751344864528e-09	2.465516191155551e-08
Chr09	3968000	4096000	615	2.335847211804294e-08	1.1503582536934133e-08	3.5040297136471004e-08
Chr09	4096000	4224000	518	2.455687943617815e-08	1.2655539877871405e-08	3.694083534137118e-08
Chr09	4224000	4352000	522	1.4740018429980815e-08	6.069443949362672e-09	2.749715439980168e-08
Chr09	4608000	4736000	145	3.2100050386883252e-09	5.21255371331665e-10	8.682622331356117e-09
Chr09	4736000	4864000	451	1.03554252393452e-08	3.5299818288821063e-09	2.2176052960438247e-08
Chr09	4864000	4992000	407	1.4495632559218098e-08	4.791554440374103e-09	2.7719686588810568e-08
Chr09	4992000	5120000	1265	1.6968151819925466e-08	6.826498258534727e-09	3.105546109458287e-08
Chr09	5120000	5248000	651	1.3269274153242659e-08	4.958995243780205e-09	2.633862975099279e-08
Chr09	5248000	5376000	794	3.0429019597004984e-08	1.6496213177301915e-08	3.982887080551859e-08
Chr09	5376000	5504000	401	2.2475202484430205e-08	1.1151727815396378e-08	3.505241224698448e-08
Chr09	5504000	5632000	555	1.6428093038453188e-08	6.431494822575349e-09	3.0589076268935496e-08
Chr09	5632000	5760000	380	2.844196435359475e-08	1.4266533213577013e-08	3.817135489126638e-08
Chr09	5760000	5888000	645	1.0979960714358926e-08	3.849683900931554e-09	2.3159885072339026e-08
Chr09	5888000	6016000	203	8.6135298734057e-09	1.9855191109506935e-09	1.872210012093023e-08
Chr09	6528000	6656000	231	1.680463300108708e-09	6.781361899087228e-10	6.350716328857723e-09
Chr09	6912000	7040000	909	2.4551690243551017e-08	1.2650350685244271e-08	3.693564614874405e-08
Chr09	7040000	7168000	1389	0	0	2.7024852577994806e-09
Chr09	7168000	7296000	578	8.539800963722539e-09	2.515537964162601e-09	1.8375274510437968e-08
Chr09	7296000	7424000	259	1.0785897127954726e-08	3.655620314527354e-09	2.2965821485934822e-08
Chr09	7424000	7552000	1123	1.2101202571369476e-08	4.163907350286259e-09	2.389988180499058e-08
Chr09	7552000	7680000	510	2.1565301735677723e-08	9.999943042722337e-09	3.496265722733993e-08
Chr09	7680000	7808000	622	2.1738467494792125e-08	1.0173108801836739e-08	3.513582298645433e-08
Chr09	7808000	7936000	713	8.56866902944287e-09	2.544406029882932e-09	1.84041425761583e-08
Chr09	7936000	8064000	1151	7.819955190352593e-09	1.772252318527271e-09	1.7515783863625492e-08
Chr09	8064000	8192000	488	1.5773975850171424e-08	6.679614008793961e-09	2.9036803308675916e-08
Chr09	8320000	8448000	134	1.0202838803037757e-09	5.528506770487347e-10	4.787308394848689e-09
Chr09	8448000	8576000	238	8.757718206359437e-09	2.733455206799499e-09	1.859319175307487e-08
Chr09	8576000	8704000	307	8.87980677468653e-09	2.8555437751265924e-09	1.8715280321401962e-08
Chr09	8704000	8832000	1570	3.7905104225683135e-08	2.4937983737200216e-08	4.466274285213653e-08
Chr09	8832000	8960000	633	4.4442221774511193e-08	3.2921839659573307e-08	5.0326776751142954e-08
Chr09	8960000	9088000	243	6.275568873299312e-09	6.793803385038243e-10	1.4393149347775285e-08
Chr09	9088000	9216000	521	1.4296898202867712e-08	5.6263237222495695e-09	2.7054034172688577e-08
Chr09	9216000	9344000	321	1.3987716103720327e-08	5.703470147828494e-09	2.6350675426662726e-08
Chr09	9344000	9472000	304	0	0	2.7024852577994806e-09
Chr09	9472000	9600000	817	2.52664612101793e-09	2.410450792552551e-10	7.847172806910374e-09
Chr09	9600000	9728000	247	5.089752280559086e-09	1.2648106431845844e-10	1.2201178039935372e-08
Chr09	9856000	9984000	314	1.2171840413583216e-08	4.234545192499998e-09	2.3970519647204318e-08
Chr09	9984000	10112000	850	1.8187464549172202e-08	7.62177915591212e-09	3.198884032472949e-08
Chr09	10112000	10240000	296	1.248585953524312e-08	4.548564314159903e-09	2.428453876886422e-08
Chr09	10240000	10368000	662	1.8521991417789934e-08	7.956306024529853e-09	3.232336719334722e-08
Chr09	10368000	10496000	999	5.859146018833561e-09	6.631945719544396e-10	1.3458584497334091e-08
Chr09	10624000	10752000	154	6.318849432653218e-09	1.1228979857740966e-09	1.3918287911153748e-08
Chr09	10752000	10880000	161	1.058347575470287e-09	5.909143722152459e-10	4.8253720900152e-09
Chr09	10880000	11008000	275	6.998877308143285e-09	8.797124444383887e-10	1.5537045969119737e-08
Chr09	11008000	11136000	556	8.778227226010032e-09	2.753964226450094e-09	1.861370077272546e-08
Chr09	11136000	11264000	320	4.7451579934007485e-09	4.882515216339518e-10	1.152054710982092e-08
Chr09	11264000	11392000	444	6.110200266399623e-09	5.140117316041353e-10	1.4227780740875596e-08
Chr09	11648000	11776000	418	8.20896872219683e-09	2.1847057226368925e-09	1.8044442268912263e-08
Chr09	11776000	11904000	95	2.3619987066841453e-09	7.639766492147048e-11	7.68252539257659e-09
Chr09	12928000	13056000	498	1.2037943801797687e-08	4.1006485807144696e-09	2.3836623035418788e-08
Chr09	13056000	13184000	409	8.227996327470875e-09	2.203733327910937e-09	1.8063469874186304e-08
Chr09	13184000	13312000	719	1.5196865686992138e-09	5.173594584992285e-10	6.189939597448229e-09
Chr09	13312000	13440000	827	5.125411434864694e-09	1.621402186240667e-10	1.223683719424098e-08
Chr09	13440000	13568000	715	1.7121318697071922e-08	6.979665135681183e-09	3.120862797172932e-08
Chr09	13568000	13696000	565	1.9363843817566663e-08	9.499700670823887e-09	3.288190888489721e-08
Chr09	13696000	13824000	310	1.0699920792556995e-08	3.5696439791296232e-09	2.2879845150537095e-08
Chr09	13952000	14080000	243	2.1533357783663818e-08	9.967999090708432e-09	3.493071327532602e-08
Chr09	14080000	14208000	1073	2.562185830657501e-08	1.2790522623713688e-08	3.730080589337677e-08
Chr09	14208000	14336000	1706	7.0484522690946e-09	1.4204005999458966e-09	1.517251822239121e-08
Chr09	14336000	14464000	573	1.6620433718400368e-08	7.04512068703787e-09	3.06420631759172e-08
Chr09	14464000	14592000	844	7.90275827846035e-09	1.8550554066350276e-09	1.7598586951733245e-08
Chr09	14592000	14720000	959	9.457851690390903e-09	3.331324760174034e-09	1.963630523706292e-08
Chr09	14720000	14848000	762	1.7018280642488613e-08	6.876627081097874e-09	3.110558991714601e-08
Chr09	14848000	14976000	488	7.503072364046253e-09	1.3839075003413572e-09	1.6041241025022702e-08
Chr09	14976000	15104000	497	2.4448713490335813e-08	1.2547373932029067e-08	3.6832669395528844e-08
Chr09	15104000	15232000	66	4.262094728140577e-09	5.188256373780157e-12	1.103748384456075e-08
Chr09	15232000	15360000	530	1.3904857017130982e-08	5.620611061239148e-09	2.626781634007338e-08
Chr09	15360000	15488000	298	5.403262730379517e-09	1.615950526994328e-10	1.3783761225543605e-08
Chr09	15488000	15616000	1204	0	0	2.7024852577994806e-09
Chr09	15616000	15744000	1273	2.2413550088532225e-08	9.866020495411226e-09	3.4694070777777345e-08
Chr09	15744000	15872000	691	8.18077433517924e-09	2.1565113356193026e-09	1.801624788189467e-08
Chr09	15872000	16000000	87	5.202194243005794e-09	0	1.3582692738169882e-08
Chr09	16000000	16128000	45	3.754235358515888e-09	0	1.0371964967264732e-08
Chr09	16128000	16256000	90	1.0533620136852923e-09	5.859288104302513e-10	4.8203865282302055e-09
Chr09	16256000	16384000	86	6.070173230530172e-09	4.739846957346844e-10	1.4187753705006145e-08
Chr09	16384000	16512000	1171	5.05076206506085e-09	8.749084882022242e-11	1.2162187824437136e-08
Chr09	16512000	16640000	50	1.4977419516115543e-09	4.954148414115689e-10	6.1679949803605694e-09
Chr09	16640000	16768000	329	8.228043841334042e-09	2.203780841774104e-09	1.8063517388049474e-08
Chr09	16768000	16896000	755	4.1452128114975326e-08	2.9781734352489085e-08	4.7460347725695614e-08
Chr09	16896000	17024000	694	2.6617965419339995e-08	1.2705442196980856e-08	3.6891642350744904e-08
Chr09	17024000	17152000	874	5.796300450178942e-09	6.003490032998212e-10	1.3395738928679473e-08
Chr09	17152000	17280000	396	1.1033689560518691e-08	3.903412747091319e-09	2.321361391849879e-08
Chr09	17280000	17408000	73	7.172382664110042e-09	1.053217800405146e-09	1.5710551325086494e-08
Chr09	17408000	17536000	449	2.0043568314315363e-08	8.638699242952297e-09	3.407695014868167e-08
Chr09	17536000	17664000	598	1.1359674666678486e-08	3.3607114859675693e-09	2.2799116993411254e-08
Chr09	17664000	17792000	645	1.1920127192331937e-08	3.914885034282951e-09	2.3976161452131663e-08
Chr09	17792000	17920000	260	4.3737624881212955e-09	1.1685601635449882e-10	1.1149151604541468e-08
Chr09	18048000	18176000	541	1.8178771209136624e-08	7.613085815876542e-09	3.1980146984693906e-08
Chr09	18176000	18304000	424	5.782041200458281e-09	5.8608975357916e-10	1.3381479678958811e-08
Chr09	18688000	18816000	68	0	0	2.7024852577994806e-09
