chrom	start	end	nSites	recombRate	CI95LO	CI95HI
Chr01	303000	606000	303	1.0420067071782993e-08	4.80498498359904e-09	1.9628631471681472e-08
Chr01	606000	909000	290	4.558514482816141e-09	6.460278370421034e-10	9.737509715484763e-09
Chr01	909000	1212000	1200	4.639948880843834e-08	3.816649132467918e-08	5.0452929591463396e-08
Chr01	1212000	1515000	265	3.0506372627064415e-08	1.8737587080968686e-08	3.970129176426536e-08
Chr01	1515000	1818000	1159	3.007738274355303e-08	1.856664695679582e-08	3.935379491529672e-08
Chr01	2121000	2424000	482	1.3696777502396379e-08	6.393543484854752e-09	2.4020357093583503e-08
Chr01	2424000	2727000	559	1.436479555883994e-08	6.844659134151978e-09	2.566058284215631e-08
Chr01	2727000	3030000	358	2.663452285758147e-08	1.585917473270079e-08	3.826471122549854e-08
Chr01	3030000	3333000	166	1.2108382154215316e-08	5.994344966571954e-09	2.3025750985402304e-08
Chr01	3636000	3939000	481	1.3583694634510584e-08	6.280460616968957e-09	2.3907274225697707e-08
Chr01	3939000	4242000	1008	1.5327216695450374e-08	7.580874816394612e-09	2.7304044580457794e-08
Chr01	4242000	4545000	384	1.6900319463680094e-08	8.203663002042564e-09	2.9168387713845336e-08
Chr01	4545000	4848000	413	2.7050712150184308e-08	1.493626110786219e-08	3.732621002498528e-08
Chr01	4848000	5151000	814	2.6233775370509936e-08	1.5458427245629257e-08	3.7863963738427004e-08
Chr01	5151000	5454000	740	4.946068888512523e-08	4.12563146384799e-08	5.298345061189603e-08
Chr01	5454000	5757000	533	2.2026491522860772e-08	1.2041484879129518e-08	3.4317851985629116e-08
Chr01	5757000	6060000	231	7.640190945196122e-09	3.065553609587977e-09	1.5233110305118357e-08
Chr01	6060000	6363000	384	5.1031224840668285e-09	1.1690775720095402e-09	1.0773462703654722e-08
Chr01	6363000	6666000	1022	3.643866399967663e-08	2.4336496864579254e-08	4.2781983647005e-08
Chr01	6969000	7272000	850	3.308843023987575e-08	2.1154299578402885e-08	4.09232932204915e-08
Chr01	7272000	7575000	189	1.8695538289998163e-08	9.097521286599923e-09	3.095928999304365e-08
Chr01	7575000	7878000	1056	3.4044825561286454e-08	2.1930189555808434e-08	4.17744852291742e-08
Chr01	7878000	8181000	1605	4.878299037564284e-08	4.0578616128997505e-08	5.2305752102413634e-08
Chr01	8181000	8484000	1720	3.962602488949811e-08	2.7622205972858735e-08	4.507056526359803e-08
Chr01	8484000	8787000	362	1.900282368614683e-08	9.40480668274859e-09	3.1266575389192315e-08
Chr01	8787000	9090000	861	1.530946989560227e-08	7.922103465912535e-09	2.67564757277126e-08
Chr01	9090000	9393000	882	1.5652122814205506e-08	7.892901393272292e-09	2.8108979959998314e-08
Chr01	9393000	9696000	490	1.2139872940452972e-08	6.02583575280961e-09	2.305724177163996e-08
Chr01	9696000	9999000	780	2.782270467930939e-08	1.5653731205972826e-08	3.840759746380254e-08
Chr01	9999000	10302000	285	1.0898808784346317e-08	4.843329555185153e-09	2.0399609019775412e-08
Chr01	10605000	10908000	245	1.2310993020172294e-08	5.7597725207544846e-09	2.3175297853718902e-08
Chr01	10908000	11211000	480	2.2882817119071916e-08	1.2840280094881138e-08	3.5548392107873525e-08
Chr01	11211000	11514000	576	2.4153945541306025e-08	1.2702971550061074e-08	3.541758525113027e-08
Chr01	11514000	11817000	1084	2.0347268478799935e-08	1.0473159437281072e-08	3.313072810298819e-08
Chr01	11817000	12120000	854	4.9955594349848057e-08	4.1751220103202724e-08	5.3478356076618853e-08
Chr01	12120000	12423000	587	1.5026145859264058e-08	7.638779429574325e-09	2.647315169137439e-08
Chr01	12423000	12726000	438	3.547522502173611e-08	2.3469798502157077e-08	4.241740713978875e-08
Chr01	12726000	13029000	185	2.1979142386106036e-08	1.1594518070088316e-08	3.424810725238597e-08
Chr01	13029000	13332000	1181	2.7204109715998385e-08	1.5089658673676268e-08	3.747960759079936e-08
Chr01	13332000	13635000	1156	4.8720188935019086e-08	4.0515814688373754e-08	5.224295066178988e-08
Chr01	13635000	13938000	1011	2.708475154721792e-08	1.4970300504895803e-08	3.7360249422018895e-08
Chr01	13938000	14241000	779	4.883231833003208e-08	3.960731161595674e-08	5.257143809939578e-08
Chr01	14241000	14544000	786	2.405331063413066e-08	1.355205303730181e-08	3.561263755200664e-08
Chr01	14544000	14847000	570	3.711190668437004e-08	2.5591575950553733e-08	4.372468936136576e-08
Chr01	14847000	15150000	1083	4.8289925314648656e-08	4.0085551068003324e-08	5.181268704141945e-08
Chr01	15150000	15453000	723	3.9570755849176465e-08	2.756693693253709e-08	4.501529622327638e-08
Chr01	15453000	15756000	798	4.580206831831497e-08	3.585122230446409e-08	5.023112339656273e-08
Chr01	15756000	16059000	979	5.0365598234989664e-08	4.216122398834433e-08	5.388835996176046e-08
Chr01	16059000	16362000	522	1.7237764624625554e-08	8.541108162988023e-09	2.9505832874790795e-08
Chr01	16362000	16665000	985	4.002838657291157e-08	2.7947045623035008e-08	4.537131613835548e-08
Chr01	16665000	16968000	940	2.4273478106607866e-08	1.2822504115362915e-08	3.553711781643211e-08
Chr01	16968000	17271000	764	4.948039972801394e-08	4.127602548136861e-08	5.300316145478474e-08
Chr01	17271000	17574000	881	3.3494032713900384e-08	2.0379666676330504e-08	4.103505119023176e-08
Chr01	17574000	17877000	1360	4.872056109422183e-08	4.05161868475765e-08	5.224332282099263e-08
Chr01	17877000	18180000	930	3.6565841335268164e-08	2.4463674200170788e-08	4.2909160982596536e-08
Chr01	18180000	18483000	715	5.1180232638153815e-08	4.297585839150848e-08	5.470299436492461e-08
Chr01	18483000	18786000	904	3.318605915438368e-08	2.1251928492910813e-08	4.102092213499943e-08
Chr01	18786000	19089000	1156	2.5695424559308662e-08	1.4124569618452028e-08	3.7119116596080286e-08
Chr01	19089000	19392000	550	1.1997946034997438e-08	5.883908847354076e-09	2.2915314866184426e-08
Chr01	19392000	19695000	618	2.0772389289985165e-08	1.1325131913591429e-08	3.32960403839282e-08
Chr01	19695000	19998000	1133	4.876600700088383e-08	4.05616327542385e-08	5.228876872765463e-08
Chr01	19998000	20301000	982	4.17922577091649e-08	3.110256684334773e-08	4.6955038489830244e-08
Chr01	20301000	20604000	1282	3.9320893428461215e-08	2.7317074511821838e-08	4.476543380256113e-08
Chr01	20604000	20907000	698	1.11817577796925e-08	5.241767013768392e-09	2.0246933678518324e-08
Chr01	20907000	21210000	135	8.355920386491762e-09	3.378311128386231e-09	1.5792560223757815e-08
Chr01	21210000	21513000	1172	3.9115460704365174e-08	2.6797009911617546e-08	4.509862542359062e-08
Chr01	21513000	21816000	1010	1.0737104003482641e-08	4.797113237558533e-09	1.9802279902308465e-08
Chr01	21816000	22119000	115	4.4081111841949165e-09	4.956245384208787e-10	9.587106416863539e-09
Chr01	22119000	22422000	951	4.4457634647049325e-08	3.514565599221364e-08	4.8973918882527776e-08
Chr01	22422000	22725000	643	2.2662135261735164e-08	1.2619598237544385e-08	3.532771025053677e-08
Chr01	22725000	23028000	888	2.899802661684672e-08	1.6427544139687856e-08	3.8413920903337533e-08
Chr01	23028000	23331000	487	1.6199388544426698e-08	7.885264577358598e-09	2.7805071359201503e-08
Chr01	23331000	23634000	856	2.0476030040038768e-08	1.0601920998519905e-08	3.325948966422702e-08
Chr01	23634000	23937000	847	4.982181586163981e-08	4.161744161499448e-08	5.334457758841061e-08
Chr01	23937000	24240000	839	2.0489735992229775e-08	1.0615626950710912e-08	3.3273195616418025e-08
Chr01	24240000	24543000	780	3.070132457180404e-08	1.893253902570831e-08	3.989624370900498e-08
Chr01	24543000	24846000	778	3.451330525158577e-08	2.184470987884121e-08	4.159162193992169e-08
Chr01	24846000	25149000	1034	3.964548337785892e-08	2.7641664461219547e-08	4.509002375195884e-08
Chr01	25149000	25452000	761	4.525776822439767e-08	3.59436568755406e-08	4.9447428043473705e-08
Chr01	25452000	25755000	978	4.808293682363946e-08	3.987856257699413e-08	5.1605698550410256e-08
Chr01	25755000	26058000	179	9.096237136365525e-09	4.232345491363853e-09	1.7020227400312713e-08
Chr01	26058000	26361000	598	3.746396525350444e-08	2.5208335009519754e-08	4.386505779840983e-08
Chr01	26361000	26664000	667	3.5594598909569654e-08	2.358917238999062e-08	4.253678102762229e-08
Chr01	26664000	26967000	452	2.787210414024164e-08	1.5703130666905075e-08	3.8456996924734784e-08
Chr01	26967000	27270000	1547	3.387787137428567e-08	2.176323536880765e-08	4.160753104217342e-08
Chr01	27270000	27573000	1111	4.8926579252332544e-08	4.072220500568721e-08	5.244934097910334e-08
Chr01	27573000	27876000	511	3.221305526395002e-08	2.1106183175232495e-08	4.0283601806121554e-08
Chr01	27876000	28179000	236	9.944096622432786e-09	4.520625305942551e-09	1.924141957839176e-08
Chr01	28179000	28482000	971	4.8356676061149926e-08	4.0152301814504594e-08	5.187943778792072e-08
Chr01	28482000	28785000	727	3.3806434650608294e-08	2.1691798645130275e-08	4.153609431849604e-08
Chr01	28785000	29088000	914	4.4425846473320893e-08	3.511386781848521e-08	4.8942130708799345e-08
Chr01	29088000	29391000	1103	4.877789132114861e-08	3.955288460707327e-08	5.2517011090512306e-08
Chr01	29391000	29694000	464	1.0551768095948522e-08	4.936686007764569e-09	1.9760332495847e-08
Chr01	29694000	29997000	787	1.5669046711466357e-08	7.909825290533143e-09	2.8125903857259165e-08
Chr01	29997000	30300000	313	2.0529738858132015e-08	1.0655629816613152e-08	3.331319848232027e-08
Chr01	30603000	30906000	477	2.912744540444017e-08	1.6556962927281307e-08	3.8543339690930984e-08
Chr01	30906000	31209000	575	3.365317155764355e-08	2.0538805520073667e-08	4.119419003397492e-08
Chr01	31209000	31512000	647	3.9621040675152685e-08	2.761722175851331e-08	4.50655810492526e-08
Chr01	31512000	31815000	301	1.1743313518930123e-08	5.629276331286761e-09	2.266068235011711e-08
Chr01	31815000	32118000	1020	4.885954203061636e-08	3.963453531654102e-08	5.2598661799980056e-08
Chr01	32118000	32421000	551	3.051596379848124e-08	1.8747178252385513e-08	3.9710882935682184e-08
Chr01	32421000	32724000	470	3.115403875433598e-08	1.85415119980078e-08	3.9515767308343164e-08
Chr01	32724000	33027000	861	4.686811507029435e-08	3.6986967259208286e-08	5.0670754962153266e-08
Chr01	33027000	33330000	628	5.068848967697576e-08	4.248411543033043e-08	5.421125140374656e-08
Chr01	33330000	33633000	935	4.7295553532038866e-08	3.7831426894101926e-08	5.1222570998803805e-08
Chr01	33633000	33936000	835	1.3501042154038186e-08	6.197808136496559e-09	2.382462174522531e-08
Chr01	33936000	34239000	576	1.6242838556186318e-08	7.928714589118218e-09	2.7848521370961123e-08
Chr01	34239000	34542000	842	3.1362247383735905e-08	1.8749720627407726e-08	3.972397593774309e-08
Chr01	34542000	34845000	571	1.7665849938090593e-08	9.090561236739324e-09	2.980605033861391e-08
Chr01	34845000	35148000	397	1.0833502583457298e-08	4.89351181753319e-09	1.989867848228312e-08
Chr01	35148000	35451000	634	4.486896237117004e-08	3.529334678182887e-08	4.933937041491414e-08
