Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2, T3)
sec_contact_asym_mig_size_three_epoch	Round_1_Replicate_1	-142036.51	284091.02	435612.28	9305.6	2.4543,3.8248,0.5316,2.6902,1.9608,0.8009,3.241,0.4587,0.3554
sec_contact_asym_mig_size_three_epoch	Round_1_Replicate_2	-558464.31	1116946.62	8233153772959267.0	12747.1	0.393,0.3677,0.418,0.1586,0.466,0.2993,0.5603,1.6607,2.8225
sec_contact_asym_mig_size_three_epoch	Round_1_Replicate_3	-398246.74	796511.48	17944829.57	4110.0	3.8438,0.7149,2.9519,6.9754,6.5827,2.642,0.9923,0.4653,6.2415
sec_contact_asym_mig_size_three_epoch	Round_1_Replicate_4	-425651.87	851321.74	19659255.64	6646.59	6.3991,3.5397,1.0426,4.308,7.7051,0.368,2.8213,0.2125,3.4517
sec_contact_asym_mig_size_three_epoch	Round_1_Replicate_5	-56155.2	112328.4	327187.43	6685.53	0.1582,0.8198,3.5747,1.68,2.2483,1.9586,0.6892,5.8018,0.163
sec_contact_asym_mig_size_three_epoch	Round_1_Replicate_6	-227606.3	455230.6	2074441.25	4463.61	0.244,2.0443,4.819,8.0522,0.3775,3.2027,2.6603,0.9517,2.5847
sec_contact_asym_mig_size_three_epoch	Round_1_Replicate_7	-106218.41	212454.82	400975.34	6285.0	1.0037,0.8262,3.5467,1.5024,0.6673,1.0684,3.4427,3.1757,0.8429
sec_contact_asym_mig_size_three_epoch	Round_1_Replicate_8	-185910.08	371838.16	1156479.49	5665.26	0.4454,2.3744,3.9838,5.3089,0.2877,0.8537,0.1783,1.3137,1.5456
sec_contact_asym_mig_size_three_epoch	Round_1_Replicate_9	-291202.11	582422.22	3449678.81	7572.49	5.1696,0.1622,0.9483,5.8402,4.8868,3.173,1.3183,1.0113,1.8336
sec_contact_asym_mig_size_three_epoch	Round_1_Replicate_10	-185569.94	371157.88	1406881.68	12500.41	0.2667,0.1467,2.9937,0.4134,0.242,6.4193,6.4425,0.9508,0.4831
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_1	-53735.18	107488.36	139954.14	5442.62	0.1558,0.2378,4.609,0.7737,0.6919,6.7369,0.3079,16.5591,0.3188
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_2	-85789.68	171597.36	4114993.25	7143.69	0.2577,0.6316,4.4444,1.3002,0.718,6.8982,0.1697,3.7695,0.0575
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_3	-49666.13	99350.26	252045.17	18609.29	0.1705,0.5778,1.112,0.5937,7.4965,6.742,0.7308,1.5166,0.0646
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_4	-55166.57	110351.14	127978.3	9315.62	0.3928,1.5131,1.1904,1.7272,0.9464,0.8575,0.2926,22.5317,0.0752
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_5	-52161.36	104340.72	259032.55	6458.73	0.2045,0.2186,1.2436,3.3296,2.1084,0.9521,1.1324,14.3896,0.0569
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_6	-87724.52	175467.04	268640.96	6828.92	0.0821,2.9492,7.5795,1.349,6.1008,2.9974,1.1488,3.5171,0.4972
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_7	-52909.97	105837.94	315793.4	15430.56	0.0483,0.2269,1.6693,0.6005,5.3194,4.8176,0.2101,2.9872,0.0573
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_8	-69976.53	139971.06	2460788.45	3928.88	0.5909,0.8061,6.4269,2.2997,1.8997,5.9232,1.3708,9.2566,0.1548
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_9	-57755.16	115528.32	176331.29	11279.27	0.4732,1.3952,1.2114,1.7139,2.8485,2.5512,1.2767,2.0705,0.1438
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_10	-59867.69	119753.38	736664.93	9155.49	0.058,1.3193,1.744,2.1382,2.8474,7.4659,0.3523,7.2445,0.119
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_11	-79564.15	159146.3	1835792.3	8152.59	0.244,0.3353,2.427,2.8424,1.5954,4.1432,0.1729,3.3696,0.1031
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_12	-134499.38	269016.76	82185570.2	6172.28	0.4233,0.6115,10.9427,3.4667,4.5476,0.9266,2.5646,2.5167,0.0584
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_13	-135773.97	271565.94	712753.21	8479.43	0.6106,0.9828,3.3561,0.4665,0.955,1.571,1.3691,8.2463,0.4518
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_14	-144296.64	288611.28	36804954.55	7231.39	0.161,2.0721,3.5791,5.5541,4.3128,5.8122,0.3657,1.505,0.1239
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_15	-88186.75	176391.5	13475637.0	4008.93	0.041,0.544,3.4679,6.0299,1.7436,2.0194,0.6369,9.6388,0.0446
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_16	-77040.78	154099.56	195852.47	6612.6	0.0393,1.4033,1.6503,4.6088,1.4781,0.6592,2.6484,2.6563,0.2941
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_17	-96879.61	193777.22	5943361.22	4491.54	0.6035,2.5885,4.4149,6.868,3.7712,6.6166,1.7554,4.2199,0.2431
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_18	-70294.24	140606.48	381750.95	12194.38	0.1438,1.4617,1.3006,2.0197,2.8781,3.5262,0.5773,1.5297,0.1131
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_19	-74524.58	149067.16	580182.39	10861.06	0.0588,0.9909,1.3781,4.1096,1.3793,6.1611,1.2984,22.517,0.1439
sec_contact_asym_mig_size_three_epoch	Round_2_Replicate_20	-64557.07	129132.14	456374.35	15636.83	0.6177,2.6563,1.2163,1.3281,0.8716,7.1572,0.4399,4.7334,0.077
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_1	-54398.82	108815.64	221144.03	8748.75	0.0747,0.6906,2.71,1.2035,2.159,13.0244,1.073,4.9962,0.2119
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_2	-50189.75	100397.5	163615.94	16981.67	0.2308,0.5768,0.6003,1.1274,16.6078,5.4654,2.7989,3.8875,0.0947
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_3	-57114.17	114246.34	170842.66	14687.03	0.3169,1.876,2.8164,0.5499,28.7274,20.0456,1.3396,1.0915,0.1547
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_4	-58987.32	117992.64	192645.18	12174.03	0.1484,0.3015,2.8672,0.5426,3.3885,3.0712,0.3416,5.3235,0.0842
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_5	-109668.32	219354.64	394285.6	38958.99	0.5544,0.2289,0.3837,0.3012,6.7195,6.739,0.6106,2.7002,0.171
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_6	-61981.89	123981.78	2543088.56	16698.42	0.1244,1.3373,1.0374,0.7018,6.8784,16.9774,2.1958,3.1819,0.0283
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_7	-74246.39	148510.78	245867.56	21886.03	0.2866,0.3643,4.3817,0.2246,14.7025,14.1844,0.3962,1.0251,0.0533
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_8	-59055.12	118128.24	171676.02	26319.34	0.0814,0.2078,1.4014,0.3535,18.8971,6.5444,1.3274,0.4653,0.0851
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_9	-151835.49	303688.98	701621.66	33666.13	0.0404,0.1856,2.4963,0.2205,23.1024,1.7834,2.8293,0.5813,0.1468
