chrom	start	end	nSites	recombRate	CI95LO	CI95HI
Chr10	0	304000	575	8.473788043721892e-09	3.5465889505475976e-09	1.738268144449384e-08
Chr10	304000	608000	657	2.0730474379013488e-08	1.0699047778514883e-08	3.3594839063630646e-08
Chr10	608000	912000	222	8.47080623182213e-09	3.543607138647836e-09	1.7379699632594077e-08
Chr10	912000	1216000	477	1.0952567635321434e-08	3.865392077791744e-09	2.1266719567854813e-08
Chr10	1216000	1520000	1107	2.285287057063632e-08	1.1920923223277293e-08	3.4816427737785794e-08
Chr10	1520000	1824000	761	3.348834558434305e-08	2.0918875008857755e-08	4.1168927266111265e-08
Chr10	1824000	2128000	617	4.882598996337197e-08	4.020875095212819e-08	5.297521288417375e-08
Chr10	2128000	2432000	623	4.3362143415468004e-08	3.3441769604156174e-08	4.8525678792518725e-08
Chr10	2432000	2736000	617	1.8203160914498055e-08	9.267974346082979e-09	3.094435008488241e-08
Chr10	2736000	3040000	900	2.1278010266285344e-08	1.0980739474681537e-08	3.395923389302796e-08
Chr10	3040000	3344000	1052	1.0827966858181957e-08	4.177222147669545e-09	2.093312627853024e-08
Chr10	3344000	3648000	793	3.797005637282116e-08	2.5564915369507913e-08	4.37790643141587e-08
Chr10	3648000	3952000	1049	2.1018867318484688e-08	1.0987440717986082e-08	3.388323200310184e-08
Chr10	3952000	4256000	882	4.248561462204323e-09	5.036663570754476e-10	9.971079121938511e-09
Chr10	4256000	4560000	837	3.743930872744028e-08	2.5468479732706274e-08	4.366215683091679e-08
Chr10	4560000	4864000	165	1.7581352385068004e-08	8.646165816652928e-09	3.032254155545236e-08
Chr10	4864000	5168000	618	2.6425949511944584e-08	1.4703519995974449e-08	3.651649506661973e-08
Chr10	5168000	5472000	446	2.2721128795635934e-08	1.1789181448276906e-08	3.4684685962785404e-08
Chr10	5472000	5776000	783	2.4193754493045804e-08	1.3208340847631195e-08	3.593472135844918e-08
Chr10	5776000	6080000	448	1.705127125976874e-08	8.482346800883833e-09	2.901648292567843e-08
Chr10	6080000	6384000	603	1.5102253039166916e-08	6.3365141488629515e-09	2.6183728154471245e-08
