chrom	start	end	nSites	recombRate	CI95LO	CI95HI
Chr06	0	76000	116	0	0	5.234478184235058e-09
Chr06	76000	152000	355	3.422237012206547e-08	1.9096317445004114e-08	4.264659250840391e-08
Chr06	152000	228000	384	4.142457858804382e-08	2.5765721132907425e-08	4.772581945047127e-08
Chr06	228000	304000	194	4.832908699203563e-08	3.481617007327918e-08	5.396576318450207e-08
Chr06	304000	380000	311	2.934208787444377e-08	1.3287646364905052e-08	3.918715867748219e-08
Chr06	380000	456000	169	2.671863149891962e-09	0	1.3132514472821907e-08
Chr06	456000	532000	363	1.373658824430535e-09	6.344200050624214e-11	9.162362994938789e-09
Chr06	532000	608000	605	4.201247622668858e-10	1.8206807679150061e-10	7.201456924742333e-09
Chr06	608000	684000	266	3.1557759153480674e-09	9.05345213078817e-11	1.3616427238278013e-08
Chr06	684000	760000	118	1.2797689530255232e-09	0	9.068473123533777e-09
Chr06	760000	836000	148	0	0	5.234478184235058e-09
Chr06	988000	1064000	109	0	0	5.234478184235058e-09
Chr06	1064000	1140000	253	6.636691307726547e-10	4.2561244529726956e-10	7.445001293248102e-09
Chr06	1140000	1216000	582	3.5745575677965015e-09	0	1.4755330675151934e-08
Chr06	1216000	1292000	300	1.0641580338216605e-08	7.784287538615825e-10	2.7455203187770726e-08
Chr06	1292000	1368000	245	2.659062850692888e-08	1.0449320594430533e-08	3.822062938038155e-08
Chr06	1368000	1444000	272	1.3962009697310096e-08	1.4977666818236636e-09	3.0460623461381116e-08
Chr06	1444000	1520000	536	3.190551954689788e-09	1.2531056064960217e-10	1.3651203277619733e-08
Chr06	1520000	1596000	600	8.025949208683776e-09	0	2.3821268216988663e-08
Chr06	1596000	1672000	169	2.1404151414595596e-09	1.660664569181769e-10	1.0697881765663425e-08
Chr06	1824000	1900000	197	2.1572562594790192e-08	6.832572144360462e-09	3.506091409717889e-08
Chr06	1900000	1976000	513	8.207447771977772e-09	8.805528145620973e-10	2.394908416637296e-08
Chr06	1976000	2052000	106	0	0	5.234478184235058e-09
Chr06	2052000	2128000	489	2.9822829493959537e-09	0	1.3442934272325899e-08
Chr06	2128000	2204000	277	4.75400102823339e-09	0	1.7327951220396268e-08
Chr06	2204000	2280000	300	8.153333972138647e-09	8.264390147229724e-10	2.3894970366533835e-08
Chr06	2280000	2356000	568	7.61991850993058e-09	2.930235525149051e-10	2.3361554904325764e-08
Chr06	2356000	2432000	152	2.0343634309988213e-08	4.730465108032557e-09	3.408357611652247e-08
Chr06	2432000	2508000	697	1.2554582664881961e-08	1.7822371603758403e-09	2.9151457472699082e-08
Chr06	2508000	2584000	520	1.0790118346445905e-09	3.673730867145803e-10	9.215466500219476e-09
Chr06	2584000	2660000	309	1.1825182720978156e-08	1.950878679887247e-09	2.8313943566568076e-08
Chr06	2660000	2736000	179	3.343916194012448e-08	1.7896703020242886e-08	4.2460039318542873e-08
Chr06	2736000	2812000	100	2.294369099211161e-08	7.680068603871972e-09	3.549938472126649e-08
Chr06	2812000	2888000	183	3.696801843461127e-08	2.107439921389197e-08	4.455100716044068e-08
Chr06	2888000	2964000	324	4.9246159827874085e-08	3.463409204989923e-08	5.440291582786508e-08
Chr06	2964000	3040000	153	1.0320374988872971e-08	6.398256489541733e-10	2.6750611227080356e-08
Chr06	3040000	3116000	280	2.3458963336232363e-09	0	1.1676123790928063e-08
Chr06	3116000	3192000	156	8.087933303810533e-09	0	2.388325231211542e-08
Chr06	3192000	3268000	290	2.004668329798929e-08	5.860733905036256e-09	3.467202432513059e-08
Chr06	3268000	3344000	819	6.896229674237117e-09	0	2.120622490745641e-08
Chr06	3344000	3420000	557	4.236748958769077e-09	0	1.6355959083108548e-08
Chr06	3420000	3496000	206	1.3949148716400428e-08	2.4026213377307486e-09	3.042012503258564e-08
Chr06	3496000	3572000	239	4.5053979918099294e-08	3.147579205513779e-08	5.1024542984270345e-08
