chrom	start	end	nSites	recombRate	CI95LO	CI95HI
Chr01	303000	606000	303	1.5972020787218235e-08	7.795533033687598e-09	2.8787086951014255e-08
Chr01	606000	909000	290	1.3895838813834893e-09	0	6.123993590101123e-09
Chr01	909000	1212000	1200	3.6610772925125723e-09	0	9.396853790718353e-09
Chr01	1212000	1515000	265	1.2225345657372668e-08	5.098019550291224e-09	2.391592003259536e-08
Chr01	1515000	1818000	1159	1.600978757528772e-08	7.833299821757081e-09	2.8824853739083738e-08
Chr01	2121000	2424000	482	1.5931144442948344e-08	7.754656689417707e-09	2.8746210606744363e-08
Chr01	2424000	2727000	559	1.0718800588869616e-08	4.287537244771901e-09	2.0830638444800228e-08
Chr01	2727000	3030000	358	2.6003768034023075e-08	1.4273370203156141e-08	3.78521283713196e-08
Chr01	3030000	3333000	166	1.4784484548808642e-08	7.4354403755981685e-09	2.747702436797882e-08
Chr01	3636000	3939000	481	1.1769306988195896e-08	5.3411755388417275e-09	2.197236738475894e-08
Chr01	3939000	4242000	1008	8.567703997288377e-09	3.115731212945648e-09	1.72954426624036e-08
Chr01	4242000	4545000	384	2.3257402091588472e-08	1.2249538715210759e-08	3.701014841112818e-08
Chr01	4545000	4848000	413	1.585634087740685e-08	7.679853123876212e-09	2.867140704120287e-08
Chr01	4848000	5151000	814	1.556690739750667e-08	7.390419643976032e-09	2.8381973561302688e-08
Chr01	5151000	5454000	740	1.5009417505924084e-08	6.868186261216969e-09	2.7168508617664934e-08
Chr01	5454000	5757000	533	6.430507878002384e-09	1.7605771247929563e-09	1.384404217556469e-08
Chr01	5757000	6060000	231	6.36089597106387e-09	1.6909652178544426e-09	1.3774430268626176e-08
Chr01	6060000	6363000	384	9.277944607163516e-10	0	5.494854390954666e-09
Chr01	6363000	6666000	1022	2.25616904027246e-08	1.238775646296353e-08	3.649527109196504e-08
Chr01	6969000	7272000	850	8.370269952714276e-09	2.7163298810327587e-09	1.6785313370356486e-08
Chr01	7272000	7575000	189	2.3423724025884553e-09	0	7.306738964865174e-09
Chr01	7575000	7878000	1056	6.8494087045359394e-09	1.3897840410628886e-09	1.4736378182046713e-08
Chr01	7878000	8181000	1605	2.8941663134506523e-08	1.6123367731612158e-08	3.96771026940459e-08
Chr01	8181000	8484000	1720	4.4438428453640983e-08	3.3606604660174174e-08	4.9527969153639434e-08
Chr01	8484000	8787000	362	1.2745872487344803e-08	5.855910641842745e-09	2.405471110844945e-08
Chr01	8787000	9090000	861	1.9489150503784368e-08	9.438334724134644e-09	3.263918800713546e-08
Chr01	9090000	9393000	882	4.973500247172017e-08	3.9073791268975285e-08	5.39700679256038e-08
Chr01	9393000	9696000	490	1.1668024179119998e-08	5.2398927297658295e-09	2.1871084575683042e-08
Chr01	9696000	9999000	780	2.7103364775572882e-08	1.491252470481467e-08	3.8289802773707e-08
Chr01	9999000	10302000	285	3.1815876921438934e-08	1.9216706503368362e-08	4.2196327909107086e-08
Chr01	10605000	10908000	245	2.4481720090712703e-08	1.2979023850761554e-08	3.651984774098393e-08
Chr01	10908000	11211000	480	2.901726172323071e-08	1.6198966320336344e-08	3.975270128277008e-08
Chr01	11211000	11514000	576	1.14390309608664e-08	4.92834354944571e-09	2.111139755741342e-08
Chr01	11514000	11817000	1084	7.186433929302527e-09	2.0872204334064896e-09	1.433110691587237e-08
Chr01	11817000	12120000	854	2.5385992573297085e-08	1.4415204384283995e-08	3.830396815141655e-08
Chr01	12120000	12423000	587	9.035804808947422e-09	3.5838320246046927e-09	1.7763543474062645e-08
Chr01	12423000	12726000	438	3.217568227469822e-08	1.959649622634227e-08	4.1777136928260986e-08
Chr01	12726000	13029000	185	8.324932810276591e-09	2.6709927385950733e-09	1.67399762279188e-08
Chr01	13029000	13332000	1181	3.2505903715745897e-08	1.9926717667389948e-08	4.2107358369308664e-08
Chr01	13332000	13635000	1156	3.6511160435276753e-09	2.83556478989961e-10	9.031784265615723e-09
Chr01	13635000	13938000	1011	1.7766286982442013e-08	8.967212402373891e-09	3.116572694003742e-08
Chr01	13938000	14241000	779	4.877377487148082e-08	3.8999955428809735e-08	5.3145450870462846e-08
Chr01	14241000	14544000	786	1.062243409097693e-08	4.191170746879215e-09	2.0734271946907544e-08
Chr01	14544000	14847000	570	9.5172322874209e-09	4.032585328601006e-09	1.799264137308292e-08
Chr01	14847000	15150000	1083	5.016693927996681e-09	9.752577644922952e-10	1.1097058961686042e-08
Chr01	15150000	15453000	723	1.8292266127895644e-08	9.065390064700366e-09	3.1537469017928816e-08
Chr01	15453000	15756000	798	1.837033774437146e-08	9.143461681176181e-09	3.161554063440463e-08
Chr01	15756000	16059000	979	1.854291320429215e-08	9.358859508970768e-09	3.1502279673126475e-08
Chr01	16059000	16362000	522	8.302971304036905e-09	2.6490312323553875e-09	1.6718014721679114e-08
Chr01	16362000	16665000	985	5.720630074746791e-09	1.0196994966080958e-09	1.2431969714333598e-08
Chr01	16665000	16968000	940	6.962136278124253e-09	1.5025116146512018e-09	1.4849105755635027e-08
Chr01	16968000	17271000	764	3.4945453422052354e-09	1.2698577766752108e-10	8.875213564293283e-09
Chr01	17271000	17574000	881	2.76535849421625e-09	0	6.998276776770259e-09
Chr01	17574000	17877000	1360	4.892723001434488e-09	8.512868379301024e-10	1.0973088035123849e-08
Chr01	17877000	18180000	930	8.004113669953435e-09	2.7442540554275278e-09	1.675785344744293e-08
Chr01	18180000	18483000	715	8.442698221841406e-09	2.7887581501598882e-09	1.6857741639483615e-08
Chr01	18483000	18786000	904	3.965833694156605e-08	2.7808081187112962e-08	4.6211861420213484e-08
Chr01	18786000	19089000	1156	1.6497988261798713e-08	8.03097357242588e-09	2.948699155695943e-08
Chr01	19089000	19392000	550	4.24521876172096e-09	5.387531163253505e-11	1.0305834326683247e-08
Chr01	19392000	19695000	618	3.6562640731492835e-08	2.422072968278509e-08	4.4497643963755094e-08
Chr01	19695000	19998000	1133	5.007750746710529e-08	3.941629626436041e-08	5.431257292098892e-08
Chr01	19998000	20301000	982	4.9697555222631645e-08	3.903634401988676e-08	5.393262067651528e-08
Chr01	20301000	20604000	1282	2.8176975146220227e-08	1.6533927287053528e-08	3.9961410262844304e-08
Chr01	20604000	20907000	698	3.059901871530081e-08	1.8548877963404997e-08	4.066687575224471e-08
Chr01	20907000	21210000	135	3.883681872185788e-10	0	5.415751718915757e-09
Chr01	21210000	21513000	1172	4.130068734097287e-09	1.0196821429333073e-10	9.865845232303068e-09
Chr01	21513000	21816000	1010	1.392047323655214e-08	6.964798888943676e-09	2.6003570559253657e-08
Chr01	21816000	22119000	115	4.552707043883435e-09	3.613635937950097e-10	1.0613322608845721e-08
Chr01	22119000	22422000	951	1.4233938427366561e-08	7.278264079758097e-09	2.631703575006808e-08
Chr01	22422000	22725000	643	1.5059625068308357e-08	6.918393823601242e-09	2.7218716180049207e-08
Chr01	22725000	23028000	888	2.6380785346655223e-09	9.112156738877543e-12	7.602445096942241e-09
Chr01	23028000	23331000	487	2.8546986838937605e-08	1.6903938979770905e-08	4.033142195556169e-08
Chr01	23331000	23634000	856	1.4952473279970352e-08	6.811242035263237e-09	2.7111564391711202e-08
Chr01	23634000	23937000	847	1.2069502417134555e-08	4.942176310053111e-09	2.376007679235725e-08
Chr01	23937000	24240000	839	1.0893932595732684e-08	4.462669251634969e-09	2.1005770451663298e-08
Chr01	24240000	24543000	780	1.838111283676419e-08	9.15423677356891e-09	3.162631572679736e-08
Chr01	24543000	24846000	778	1.3331100145303833e-08	6.5045180012888404e-09	2.412514065116091e-08
Chr01	24846000	25149000	1034	0	0	5.8466577357307865e-09
Chr01	25149000	25452000	761	2.393706392721557e-08	1.2138699308595186e-08	3.649588049169411e-08
Chr01	25452000	25755000	978	1.4007488817108192e-08	6.381993781695539e-09	2.635525087438247e-08
Chr01	25755000	26058000	179	1.2441496781241805e-08	5.314170674160361e-09	2.41320711564645e-08
Chr01	26058000	26361000	598	9.359480311674144e-09	3.87483335285425e-09	1.7834889397336162e-08
Chr01	26361000	26664000	667	1.5218774566963088e-08	7.869730393752615e-09	2.7911314386133265e-08
Chr01	26664000	26967000	452	1.0070416629925097e-08	4.489009160390259e-09	1.9416207082566823e-08
Chr01	26967000	27270000	1547	2.542359613111924e-09	0	7.506726175388643e-09
Chr01	27270000	27573000	1111	1.0005217113087945e-08	4.105518694400297e-09	1.8518725944330633e-08
Chr01	27573000	27876000	511	1.2852527120619332e-08	5.9625652751172745e-09	2.416136574172398e-08
Chr01	27876000	28179000	236	6.0044724723177825e-09	1.303541894179087e-09	1.2715812111904589e-08
Chr01	28179000	28482000	971	2.52386549338329e-08	1.426786674481981e-08	3.815663051195237e-08
Chr01	28482000	28785000	727	2.042136580059644e-08	1.0595593227238955e-08	3.444610761293158e-08
Chr01	28785000	29088000	914	9.792920853095567e-09	3.893222434407919e-09	1.8306429684338253e-08
Chr01	29088000	29391000	1103	4.131904800109069e-09	0	1.0192520365071356e-08
Chr01	29391000	29694000	464	1.3006544909444905e-08	6.116583063942847e-09	2.431538353054955e-08
Chr01	29694000	29997000	787	2.4532273218357972e-08	1.3029576978406823e-08	3.65704008686292e-08
Chr01	29997000	30300000	313	1.5165567077443686e-08	7.816522904233212e-09	2.7858106896613863e-08
Chr01	30603000	30906000	477	5.542808405101284e-09	6.614390963389105e-10	1.139653370958453e-08
Chr01	30906000	31209000	575	1.8603476039237776e-08	9.419422343916396e-09	3.1562842508072105e-08
Chr01	31209000	31512000	647	1.8717506414043695e-08	9.533452718722314e-09	3.167687288287802e-08
Chr01	31512000	31815000	301	1.3705344467454549e-08	6.7496701198460845e-09	2.5788441790156065e-08
Chr01	31815000	32118000	1020	1.6072861680682158e-08	7.89637392715152e-09	2.8887927844478177e-08
Chr01	32118000	32421000	551	9.908593964205229e-09	4.0088955455175805e-09	1.8422102795447917e-08
Chr01	32421000	32724000	470	2.5141412465715135e-08	1.4170624276702044e-08	3.8059388043834605e-08
Chr01	32724000	33027000	861	4.920660737383354e-08	3.854539617108866e-08	5.344167282771717e-08
Chr01	33027000	33330000	628	5.001100256685405e-08	3.9349791364109164e-08	5.424606802073768e-08
Chr01	33330000	33633000	935	1.23602030050683e-08	5.232876897986857e-09	2.4050777380290992e-08
Chr01	33633000	33936000	835	1.4084576049545593e-08	7.1289017019371286e-09	2.616767337224711e-08
Chr01	33936000	34239000	576	5.0566697851508085e-08	3.99054866487632e-08	5.480176330539172e-08
Chr01	34239000	34542000	842	2.1626853409180956e-08	1.0987561717087078e-08	3.475664151037698e-08
Chr01	34542000	34845000	571	1.4069224428100982e-08	6.443729392688328e-09	2.6416986485375256e-08
Chr01	34845000	35148000	397	9.57866875553789e-09	4.094021796717996e-09	1.805407784119991e-08
Chr01	35148000	35451000	634	1.162512862043847e-08	5.196997171084301e-09	2.1828189017001516e-08
Chr01	35451000	35754000	758	2.2191932433492784e-08	1.1827728582793756e-08	3.53078996791177e-08
Chr01	35754000	36057000	658	4.992660348366871e-08	3.9265392280923824e-08	5.416166893755234e-08
Chr01	36057000	36360000	256	6.955245793928318e-09	1.495621130455267e-09	1.4842215271439092e-08
Chr01	36360000	36663000	1104	2.1130870903807634e-08	1.1077320955710705e-08	3.499300181362178e-08
Chr01	36663000	36966000	811	1.0734233641780097e-08	4.302970297682382e-09	2.084607149771071e-08
Chr01	37269000	37572000	721	2.011232656460348e-08	1.0286553991245995e-08	3.4137068376938627e-08
Chr01	37572000	37875000	625	4.0418638301990225e-08	2.8585475852086713e-08	4.66981333592611e-08
Chr01	37875000	38178000	709	3.469608153507511e-08	2.1605443894530256e-08	4.2730881826842507e-08
Chr01	38178000	38481000	755	2.2343963301739903e-08	1.1979759451040875e-08	3.545993054736481e-08
Chr01	38481000	38784000	705	4.683334683168616e-08	3.636985924419966e-08	5.1404766785377857e-08
Chr01	38784000	39087000	903	6.832009127152171e-09	1.3723844636791205e-09	1.4718978604662945e-08
Chr01	39087000	39390000	1068	2.2270834181261225e-09	0	7.1914499804028414e-09
Chr01	39390000	39693000	658	1.1818021385714322e-08	5.3898899363601535e-09	2.202108178227737e-08
Chr01	39693000	39996000	559	1.4849119806086155e-08	7.500075632875682e-09	2.7541659625256332e-08
Chr01	39996000	40299000	570	9.807769217657897e-09	3.908070798970249e-09	1.8321278048900584e-08
Chr01	40299000	40602000	758	5.638573217891512e-09	7.572039091291385e-10	1.1492298522374758e-08
Chr01	40602000	40905000	1258	8.128363647044197e-09	2.474423575362679e-09	1.6543407064686403e-08
Chr01	40905000	41208000	467	1.874130781893708e-08	9.5572541236157e-09	3.1700674287771406e-08
Chr01	41208000	41511000	814	1.3762620130117261e-08	6.806945782508796e-09	2.584571745281878e-08
Chr01	41511000	41814000	652	2.3062694285412094e-08	1.205483090903438e-08	3.68154406049518e-08
Chr01	41814000	42117000	545	3.457359952419018e-08	2.1482961883645326e-08	4.2608399815957576e-08
Chr01	42117000	42219553	661	1.5165320624506238e-08	7.816276451295765e-09	2.7857860443676416e-08
