chrom	start	end	nSites	recombRate	CI95LO	CI95HI
Chr07	269000	538000	636	1.3585752674988585e-08	4.783592030183373e-09	3.008660216177768e-08
Chr07	538000	807000	671	3.167815863777935e-08	1.5262047811523195e-08	4.078883236433274e-08
Chr07	807000	1076000	346	1.677364265220308e-08	6.1671095337407006e-09	3.305685973800269e-08
Chr07	1076000	1345000	328	1.5650127565865696e-08	4.975233175204758e-09	3.0844001902326714e-08
Chr07	1345000	1614000	207	1.963017950609857e-08	5.378713609811897e-09	3.376131869822917e-08
Chr07	2690000	2959000	790	1.3724814383002586e-08	4.9226537381973735e-09	3.022566386979168e-08
Chr07	2959000	3228000	257	1.6875531128408555e-08	5.34978090751092e-09	3.209258043792128e-08
Chr07	3228000	3497000	297	3.069440241789414e-09	0	9.985521660462473e-09
Chr07	4035000	4304000	45	2.510019770850712e-09	0	8.878655789400689e-09
Chr07	4842000	5111000	46	4.183864463310237e-09	0	1.3068236501364037e-08
Chr07	5111000	5380000	96	1.5092087080232743e-09	0	6.584235418011878e-09
Chr07	5380000	5649000	218	0	0	4.350544946518649e-09
Chr07	5649000	5918000	104	3.6713620677223726e-09	0	1.1346716508628205e-08
Chr07	5918000	6187000	142	7.911550788443594e-09	1.4602647497324488e-09	2.0259512819089066e-08
Chr07	6187000	6456000	653	1.9215398843329966e-08	7.390406058371e-09	3.332700699201136e-08
Chr07	6456000	6725000	213	8.974753794650744e-09	2.0813142421374306e-09	2.1457594733338642e-08
Chr07	6725000	6994000	174	1.3724019657710255e-08	4.921859012905042e-09	3.022486914449934e-08
Chr07	6994000	7263000	439	1.696364801678324e-08	6.367180890804847e-09	3.3109964478412585e-08
Chr07	7263000	7532000	318	2.3873953491489404e-09	0	8.756031367698917e-09
Chr07	9415000	9684000	95	2.0359445906987875e-08	7.470737251087459e-09	3.5435368639409407e-08
Chr07	9684000	9953000	438	3.678462568087576e-08	2.225846478450927e-08	4.391542065759318e-08
Chr07	10222000	10491000	600	3.3226406238446134e-08	1.7470981051720787e-08	4.192224415485207e-08
Chr07	10491000	10760000	754	2.680989773936824e-08	1.1751411015139525e-08	3.803725829173652e-08
Chr07	10760000	11029000	328	1.0839764503335132e-08	3.2100575038116536e-09	2.5010021027061853e-08
Chr07	11029000	11298000	574	3.64858034566368e-08	2.2136209321482224e-08	4.4364189577899594e-08
Chr07	11298000	11567000	140	6.073999292783814e-09	8.243483121960972e-10	1.5669828357462957e-08
Chr07	11567000	11836000	1157	1.7879893204001103e-08	5.301523169568252e-09	3.2639672380644054e-08
Chr07	11836000	12105000	1068	4.96570899498849e-08	3.814055182673855e-08	5.479420042022838e-08
Chr07	12374000	12643000	448	8.99815084543794e-09	2.1047112929246265e-09	2.1480991784125835e-08
Chr07	15333000	15602000	306	2.7673431847760834e-08	1.2708255460766818e-08	3.886758491891984e-08
Chr07	15602000	15871000	250	2.771919703371739e-08	1.2754020646723373e-08	3.8913350104876395e-08
Chr07	15871000	16140000	552	1.697922417910408e-08	5.453473958206445e-09	3.219627348861681e-08
Chr07	16409000	16678000	473	1.3555972321523681e-08	3.6420719542149114e-09	3.05108650113481e-08
Chr07	16947000	17216000	105	7.674964528647759e-09	1.4058244327097172e-09	1.978795531683004e-08
Chr07	17216000	17485000	40	8.035754515300765e-09	1.584468476589619e-09	2.038371654594624e-08
Chr07	17485000	17754000	575	3.2403441227652824e-08	1.7366205015884932e-08	4.0907461471202174e-08
Chr07	19099000	19368000	630	2.444452365683731e-08	1.0084660069727254e-08	3.728541547336079e-08
Chr07	19368000	19637000	259	1.419005937715417e-08	4.499954924978397e-09	3.0251232213300107e-08
Chr07	19637000	19906000	86	8.538934131929235e-10	0	6.098945539150194e-09
Chr07	19906000	20175000	723	7.495035340654299e-09	1.2258952447162575e-09	1.9608026128836578e-08
Chr07	20175000	20444000	884	4.094120832279358e-08	2.7101738485997508e-08	4.67583422973108e-08
Chr07	20444000	20713000	329	2.019186111779333e-08	5.940395221506655e-09	3.432300030992393e-08
Chr07	20713000	20982000	83	1.3658261075718607e-08	3.744360708409837e-09	3.061315376554302e-08
Chr07	20982000	21251000	890	2.0779684083134583e-08	7.651228627043934e-09	3.5045210887414755e-08
Chr07	21251000	21520000	437	2.7999258649460998e-08	1.3034082262466982e-08	3.9193411720620004e-08
Chr07	21520000	21789000	992	5.245264269266592e-08	4.093610456951958e-08	5.7589753163009405e-08
Chr07	21789000	22058000	1048	3.3367474239149736e-08	1.7210289715514498e-08	4.141144168684038e-08
Chr07	22058000	22327000	703	2.2013594283726488e-08	8.528392928147864e-09	3.5743348506151105e-08
Chr07	22327000	22596000	170	8.07527603499789e-09	1.6239899962867452e-09	2.0423238065643366e-08
Chr07	22596000	22865000	87	2.2008572409459483e-08	7.970311966464984e-09	3.483649904150139e-08
Chr07	22865000	23134000	555	4.576131797482691e-08	3.3090185076337266e-08	5.09327068031003e-08
Chr07	23134000	23403000	44	3.6422159403523574e-09	0	1.131757038125819e-08
Chr07	23403000	23672000	641	1.3566657286209238e-08	4.764496641404026e-09	3.006750677299833e-08
Chr07	23672000	23941000	1123	5.656204543415756e-08	4.504550731101122e-08	6.169915590450104e-08
Chr07	23941000	24210000	1079	3.835998938877921e-08	2.3799610708251035e-08	4.496600938646949e-08
Chr07	24210000	24479000	518	1.2139330048120421e-08	3.2782802875092266e-09	2.7868404535445493e-08
Chr07	24479000	24748000	188	8.421116449694467e-09	1.4116858137763883e-09	2.1230116532519614e-08
Chr07	24748000	25017000	432	4.1962130501028065e-08	2.9168890256082074e-08	4.824639614222684e-08
