chrom	start	end	nSites	recombRate	CI95LO	CI95HI
Chr04	365000	730000	279	1.9252293339963735e-09	0	6.9462209564694175e-09
Chr04	730000	1095000	466	2.1868866816644015e-08	1.1189691850089332e-08	3.461257050895238e-08
Chr04	1095000	1460000	85	5.3652436151574076e-09	1.231606848944818e-09	1.2023324057691648e-08
Chr04	1460000	1825000	558	1.1865199294338322e-08	5.249956585164637e-09	2.2643406199098486e-08
Chr04	1825000	2190000	182	1.2064153789261878e-08	5.178495390247872e-09	2.390303384333328e-08
Chr04	2190000	2555000	913	3.036594842554746e-08	1.825377169729575e-08	3.92957386661335e-08
Chr04	2555000	2920000	552	7.420883848455746e-09	2.417136343227939e-09	1.566319641425396e-08
Chr04	2920000	3285000	1549	1.3559565491645214e-08	6.30391874156349e-09	2.5089657839201074e-08
Chr04	3285000	3650000	428	2.061644471061255e-08	1.1139186976465236e-08	3.410345985975097e-08
Chr04	4015000	4380000	760	1.6652988829246582e-08	7.513710317486031e-09	2.89584178605473e-08
Chr04	4380000	4745000	187	1.0329296586727422e-08	4.08550634633741e-09	2.091921877033996e-08
Chr04	4745000	5110000	660	3.83141158450642e-09	3.354850140549183e-10	9.098999661346888e-09
Chr04	5110000	5475000	1629	1.811428134994568e-08	9.604719628009059e-09	3.0527116465273103e-08
Chr04	5475000	5840000	650	8.393242032648735e-09	2.829688370435341e-09	1.757000409400682e-08
Chr04	5840000	6205000	796	1.0038416544857287e-08	3.794626304467275e-09	2.0628338728469828e-08
Chr04	6205000	6570000	1318	1.2638067388073446e-08	5.75240898905944e-09	2.4476947442144847e-08
Chr04	6570000	6935000	1197	3.5042793176180984e-09	5.34250472534082e-10	8.75016659774341e-09
Chr04	6935000	7300000	728	1.6736798385658933e-08	7.597519873898382e-09	2.904222741695965e-08
Chr04	7300000	7665000	682	2.0318952588980187e-08	1.019260365182405e-08	3.3468280260138246e-08
Chr04	7665000	8030000	136	9.75492491715242e-09	3.8771602421749495e-09	1.9062283800755874e-08
Chr04	8030000	8395000	57	1.2759749854868454e-08	5.874091455854449e-09	2.4598629908939857e-08
Chr04	8395000	8760000	1328	2.6059404083452024e-08	1.4541748631853694e-08	3.6815434727384516e-08
Chr04	8760000	9125000	231	4.530980218169774e-09	8.255866262124561e-10	1.0610329153542539e-08
Chr04	9125000	9490000	657	8.754385709188639e-09	3.190832046975245e-09	1.7931147770546723e-08
Chr04	9490000	9855000	1113	8.28107913283038e-09	2.980830981345159e-09	1.7363902115450463e-08
Chr04	9855000	10220000	998	3.0862056014942642e-09	3.806332333390687e-12	8.58060049610605e-09
Chr04	10220000	10585000	903	8.673837880702083e-09	3.373589729216862e-09	1.7756660863322164e-08
Chr04	10585000	10950000	539	9.62158049968791e-09	3.7438158247104395e-09	1.8928939383291366e-08
Chr04	11315000	11680000	277	1.6058316401294957e-08	7.90367410653958e-09	2.8468497905957847e-08
Chr04	11680000	12045000	1433	2.4265737043706744e-08	1.26745754575959e-08	3.65118660434556e-08
Chr04	12045000	12410000	998	9.539857405356966e-09	4.170337776428678e-09	1.9518817641269347e-08
Chr04	12410000	12775000	487	3.301313949559633e-08	2.010976996717991e-08	4.093949266941129e-08
Chr04	12775000	13140000	556	6.672902270345325e-09	2.3222807184379727e-09	1.378688609459265e-08
Chr04	13140000	13505000	871	8.450976411046891e-09	2.887422748833497e-09	1.7627738472404975e-08
Chr04	13505000	13870000	1324	2.534988547810989e-08	1.3818716391855823e-08	3.650171471594198e-08
Chr04	13870000	14235000	731	1.739790459546898e-08	8.609613611639042e-09	3.020191968809572e-08
Chr04	14235000	14600000	111	1.2102005971868532e-08	5.486763262694847e-09	2.2880212876628694e-08
Chr04	14600000	14965000	721	3.5455892022557014e-09	5.75560357171685e-10	8.791476482381014e-09
Chr04	14965000	15330000	201	3.6849249871868595e-09	7.148961421028431e-10	8.930812267312172e-09
Chr04	15330000	15695000	742	2.544566968422208e-08	1.459992373843539e-08	3.713768051040296e-08
Chr04	15695000	16060000	1008	1.2714936488771404e-09	0	5.446914546799917e-09
Chr04	16060000	16425000	526	0	0	6.930298113161369e-09
Chr04	16425000	16790000	674	3.534100373252374e-09	5.640715281683575e-10	8.779987653377686e-09
Chr04	16790000	17155000	200	5.073316640421032e-09	1.1342249653562451e-09	1.120720681398628e-08
Chr04	17155000	17520000	696	1.3774413344722886e-08	5.839714535613976e-09	2.603087732179014e-08
Chr04	17520000	17885000	950	1.6239252926359484e-08	7.713660827397064e-09	2.825392413983781e-08
Chr04	17885000	18250000	552	2.4100569639183903e-08	1.250940805307306e-08	3.634669863893276e-08
Chr04	18250000	18615000	607	1.5643254236415503e-08	7.488611941660126e-09	2.8053435741078393e-08
Chr04	18615000	18980000	1207	1.1191843667632775e-08	4.613508724191597e-09	2.1569041213340643e-08
Chr04	18980000	19345000	944	2.1017100861550064e-08	1.1539843127402749e-08	3.4504116010688483e-08
Chr04	19345000	19710000	169	4.083008283595939e-09	5.870817131444373e-10	9.350596360436407e-09
Chr04	19710000	20075000	392	1.2559095054686574e-08	5.673436655672568e-09	2.4397975108757978e-08
Chr04	20075000	20440000	1488	1.716558847331409e-08	8.377297489484152e-09	2.996960356594083e-08
Chr04	20440000	20805000	679	3.886577991522979e-09	3.9065142107147745e-10	9.154166068363447e-09
Chr04	20805000	21170000	1458	7.238278651385849e-09	2.8718666638527793e-09	1.5314760179393503e-08
Chr04	21170000	21535000	1160	3.837056708640716e-09	3.411301381892142e-10	9.104644785481184e-09
Chr04	21535000	21900000	778	1.7477522316243724e-08	8.689231332413786e-09	3.028153740887046e-08
Chr04	21900000	22265000	738	1.3657267213132498e-08	6.401620463050775e-09	2.518735956068836e-08
Chr04	22265000	22630000	500	4.0985790499242756e-09	6.026524794727738e-10	9.366167126764744e-09
Chr04	22630000	22995000	672	5.481856332767468e-09	1.3482195665548788e-09	1.2139936775301708e-08
Chr04	22995000	23360000	1201	3.785361012636968e-09	8.153321675529515e-10	9.03124829276228e-09
Chr04	23360000	23725000	1488	5.80592085419269e-09	1.688049476974383e-09	1.2207428045193318e-08
Chr04	23725000	24090000	727	8.841509608935135e-09	3.5412614574499144e-09	1.7924332591555216e-08
Chr04	24090000	24455000	820	2.660225262011952e-08	1.4603730977210923e-08	3.7971049368576106e-08
Chr04	24455000	24820000	1673	1.3855098224787902e-08	5.920399415678993e-09	2.6111562201855156e-08
Chr04	24820000	25185000	833	3.544397302496356e-08	2.3354566260404176e-08	4.244030391736948e-08
Chr04	25185000	25550000	54	6.911913759763533e-09	2.5455017722304633e-09	1.498839528777119e-08
Chr04	25550000	25915000	910	6.658405876710018e-09	2.3077843248026655e-09	1.3772389700957343e-08
Chr04	25915000	26280000	383	1.1454581255122035e-08	4.876246311680857e-09	2.1831778800829903e-08
Chr04	26645000	27010000	664	4.945792166028229e-09	1.0067004909634422e-09	1.1079682339593477e-08
Chr04	27010000	27375000	299	1.0099742349192959e-08	3.855952108802947e-09	2.0689664532805496e-08
Chr04	27375000	27740000	773	2.9149383257303928e-08	1.6764484772762987e-08	3.8928638263085735e-08
Chr04	27740000	28105000	817	1.2854727456020338e-08	5.969069057006332e-09	2.469360751009174e-08
Chr04	28105000	28470000	708	1.3835818920806698e-08	5.901120111697789e-09	2.6092282897873953e-08
Chr04	28470000	28835000	877	2.2081167442288462e-08	1.156937433965851e-08	3.4867744483912017e-08
Chr04	28835000	29200000	1089	3.863994537900075e-08	2.688836455943735e-08	4.467786700834344e-08
Chr04	29200000	29565000	998	4.6324937109547826e-08	3.546932434528777e-08	5.024138134513328e-08
Chr04	29565000	29930000	858	3.5549845410185814e-08	2.346043864562643e-08	4.254617630259173e-08
Chr04	29930000	30295000	954	1.1716032914402398e-08	5.1007902052287135e-09	2.2494239819162562e-08
Chr04	30295000	30660000	1752	2.6220229868150593e-08	1.4702574416552264e-08	3.697626051208308e-08
Chr04	30660000	31025000	862	9.496845157668641e-09	4.127325528740353e-09	1.947580539358102e-08
Chr04	31025000	31390000	931	1.7557251356764276e-08	9.047689634827655e-09	2.99700864720917e-08
Chr04	31390000	31755000	646	2.43528989229711e-08	1.2761737336860256e-08	3.6599027922719954e-08
Chr04	31755000	32120000	552	5.7544765629988955e-09	1.6366051857805882e-09	1.2155983753999523e-08
