chrom	start	end	nSites	recombRate	CI95LO	CI95HI
Chr07	226000	339000	55	3.037298158426292e-09	0	1.0646152282967443e-08
Chr07	339000	452000	518	1.0577937285292948e-09	0	6.105549497456978e-09
Chr07	452000	565000	599	7.433173603135979e-09	5.937015033515632e-10	2.0368751278812745e-08
Chr07	565000	678000	554	2.4572781193640405e-08	1.0020287583486645e-08	3.6019818111995427e-08
Chr07	678000	791000	461	9.715716364201826e-09	2.515435681406503e-09	2.382751236261899e-08
Chr07	791000	904000	288	1.439446272247408e-08	4.080785521306033e-09	2.967883124885445e-08
Chr07	904000	1017000	294	1.4653502266070545e-08	3.988131546150525e-09	2.98327245895953e-08
Chr07	1130000	1243000	79	3.0954607556918995e-09	0	1.070431488023305e-08
Chr07	1243000	1356000	463	1.4633502485966281e-08	4.319825284798234e-09	2.9917871012346656e-08
Chr07	1356000	1469000	382	1.4318066041825177e-08	4.00438884065713e-09	2.960243456820555e-08
Chr07	1582000	1695000	62	3.244140467337169e-09	0	1.1594029647418669e-08
Chr07	2712000	2825000	524	0	0	3.411748661363845e-09
Chr07	2825000	2938000	644	2.3325933881176745e-09	0	9.342980259126862e-09
Chr07	2938000	3051000	119	1.1693284004387507e-10	0	3.52868150140772e-09
Chr07	3051000	3164000	226	9.568062170438613e-09	1.98864130173006e-09	2.4005090409994222e-08
Chr07	3164000	3277000	322	6.1402619267283114e-09	9.802733125609797e-10	1.584789715573428e-08
Chr07	3277000	3390000	61	2.212779080749015e-09	0	9.223165951758202e-09
Chr07	3390000	3503000	87	0	0	3.411748661363845e-09
Chr07	4181000	4294000	106	4.177406621631117e-09	0	1.2706455311162865e-08
Chr07	4972000	5085000	85	2.4044417005284263e-09	0	9.414828571537614e-09
Chr07	5198000	5311000	61	1.590547185585444e-09	0	6.517658127051583e-09
Chr07	5311000	5424000	96	1.5654330184014307e-09	0	6.49254395986757e-09
Chr07	5424000	5537000	199	4.192916421955108e-09	0	1.2721965111486855e-08
Chr07	5537000	5650000	224	1.7873625334419058e-08	6.0855642293965505e-09	3.251530422595506e-08
Chr07	5650000	5763000	49	1.6332676665782208e-09	0	6.56037860804436e-09
Chr07	5876000	5989000	184	6.166366153340204e-09	8.969090160377794e-10	1.713540840562476e-08
Chr07	5989000	6102000	159	9.40187303341497e-09	2.2015923506196463e-09	2.3513669031832132e-08
Chr07	6102000	6215000	67	1.243124505322416e-09	0	6.290880274250099e-09
Chr07	6215000	6328000	492	4.619036420750675e-09	2.9093307836258483e-10	1.4504904322821467e-08
Chr07	6328000	6441000	673	5.138358544148694e-09	8.042115028859129e-10	1.563669767550825e-08
Chr07	6441000	6554000	89	4.930729256699939e-09	5.965822154371576e-10	1.5429068388059493e-08
Chr07	6554000	6667000	163	0	0	3.411748661363845e-09
Chr07	6667000	6780000	253	7.466976710388038e-09	6.275046106036216e-10	2.0402554386064804e-08
Chr07	6893000	7006000	277	5.928245020662921e-09	7.682564064955893e-10	1.5635880249668894e-08
Chr07	7006000	7119000	564	2.1004603105287973e-08	7.363305724714682e-09	3.450543973172239e-08
Chr07	7119000	7232000	108	7.740598503205891e-09	1.6966316206762747e-09	2.0487064385990602e-08
Chr07	7232000	7345000	154	2.126309321185783e-09	0	9.13669619219497e-09
Chr07	7458000	7571000	354	5.6849496224538506e-09	5.249610082865189e-10	1.5392584851459823e-08
Chr07	9605000	9718000	330	2.74012772618832e-08	1.2381239781443305e-08	3.867937580583743e-08
Chr07	9718000	9831000	602	1.662619458830822e-08	5.443208850873629e-09	3.1679705648211926e-08
Chr07	10283000	10396000	233	2.7137993494289748e-08	1.2117956013849855e-08	3.841609203824398e-08
Chr07	10396000	10509000	1033	9.388887002148718e-09	2.188606319353395e-09	2.350068300056588e-08
Chr07	10509000	10622000	239	1.2277632462374276e-08	3.325087179493357e-09	2.869321264643358e-08
Chr07	10622000	10735000	433	2.91536406956983e-08	1.2870522597383571e-08	3.885431518161124e-08
Chr07	10735000	10848000	713	2.5451602270987636e-09	0	9.555547098107951e-09
Chr07	11074000	11187000	392	2.8328217141351055e-08	1.316414603144336e-08	3.896033019798109e-08
Chr07	11187000	11300000	635	1.6737795436068256e-08	5.554809698633664e-09	3.1791306495971965e-08
Chr07	11300000	11413000	223	4.144449565018597e-09	0	1.2673498254550345e-08
Chr07	11413000	11526000	60	3.9162747838393286e-09	0	1.2445323473371076e-08
Chr07	11639000	11752000	372	4.8696139427023505e-09	5.354669014395692e-10	1.5367953074061905e-08
Chr07	11752000	11865000	1701	5.292465038196414e-09	3.956367619945547e-10	1.5543167458418935e-08
Chr07	11865000	11978000	838	7.029763834372488e-09	1.2721165865109462e-09	1.81058569437248e-08
Chr07	11978000	12091000	438	9.513035882893773e-09	1.93361501418522e-09	2.3950064122449382e-08
Chr07	12317000	12430000	267	2.2963445005559724e-08	9.704384111893038e-09	3.567819496956429e-08
Chr07	12430000	12543000	527	1.1105271565157875e-08	2.8984145489670362e-09	2.6137604454733034e-08
Chr07	15368000	15481000	203	1.2896475835328631e-09	0	6.216758524999002e-09
Chr07	15481000	15594000	192	1.3530464927264697e-08	3.906859325959212e-09	2.955845772691453e-08
Chr07	15594000	15707000	328	2.3735444305941127e-08	9.671310892513856e-09	3.66890310425271e-08
Chr07	15707000	15820000	149	7.722457485392941e-09	1.6784906028633248e-09	2.046892336817765e-08
