Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, T)
schange	Round_1_Replicate_1	-1854099.23	3708208.46	39234990.53	316397.38	0.178,0.6136,0.3479,0.1642,0.6301
schange	Round_1_Replicate_2	-2228508.96	4457027.92	97494979.99	43841.03	1.1429,4.42,2.3735,7.4748,4.6896
schange	Round_1_Replicate_3	-6795334.58	13590679.16	7613479418682.9	84543.42	0.962,5.6642,0.1373,2.2813,4.5997
schange	Round_1_Replicate_4	-310718.54	621447.08	668913.61	209664.34	3.0936,0.5543,0.6116,0.2098,0.1609
schange	Round_1_Replicate_5	-735465.9	1470941.8	1928441.73	103469.95	3.9502,5.2179,0.9477,6.3889,0.6685
schange	Round_1_Replicate_6	-2689523.39	5379056.78	792034235111623.2	58998.44	0.2364,0.184,0.225,5.8453,4.8255
schange	Round_1_Replicate_7	-1494958.93	2989927.86	22516846.64	44944.67	6.7666,8.1439,2.0913,4.1855,4.8866
schange	Round_1_Replicate_8	-283413.16	566836.32	678899.73	225569.32	0.5986,5.3093,0.555,0.1788,0.2812
schange	Round_1_Replicate_9	-2505749.56	5011509.12	154424360.31	109949.09	0.1805,8.1833,5.2357,0.188,1.7156
schange	Round_1_Replicate_10	-1988699.83	3977409.66	52192401.53	168673.52	0.5878,1.7326,0.3718,0.8357,1.4646
schange	Round_1_Replicate_11	-867080.43	1734170.86	6234092.44	124889.0	0.6645,1.3071,5.1984,7.9244,0.3115
schange	Round_1_Replicate_12	-558253.25	1116516.5	1487808.68	129569.12	4.6291,1.3112,1.7139,1.1989,0.4149
schange	Round_1_Replicate_13	-375748.53	751507.06	945849.44	243110.01	0.1594,0.3558,1.2717,0.2821,0.1985
schange	Round_1_Replicate_14	-2670862.89	5341735.78	308212622.47	103359.08	7.0048,0.6338,1.3215,0.435,2.5395
schange	Round_1_Replicate_15	-999425.83	1998861.66	63884484.09	140223.48	3.2717,4.3834,1.7037,2.3012,0.2462
schange	Round_2_Replicate_1	-883221.52	1766453.04	5239554.76	151746.59	0.89,3.1683,1.4521,0.2863,0.9196
schange	Round_2_Replicate_2	-833282.37	1666574.74	2999745.68	214945.12	0.202,8.9117,0.2793,0.5126,0.3676
schange	Round_2_Replicate_3	-470301.13	940612.26	1638058.47	191755.47	1.2162,16.5782,0.7418,0.158,0.5555
schange	Round_2_Replicate_4	-341449.21	682908.42	723583.28	198719.88	1.632,1.575,1.1465,0.1412,0.1774
schange	Round_2_Replicate_5	-388605.21	777220.42	1519131.54	223966.6	0.9347,11.2109,0.2921,0.3001,0.1228
schange	Round_2_Replicate_6	-884552.93	1769115.86	5184901.16	178640.0	0.7103,5.5173,0.588,0.4051,0.8994
schange	Round_2_Replicate_7	-380652.33	761314.66	831911.44	196601.31	2.1509,9.1192,1.3987,0.0664,0.1536
schange	Round_2_Replicate_8	-273962.73	547935.46	554986.84	257777.16	0.7808,6.1008,0.138,0.1993,0.1031
schange	Round_2_Replicate_9	-592231.49	1184472.98	2216362.68	180197.17	1.5866,12.3592,1.0755,0.1091,0.545
schange	Round_2_Replicate_10	-750043.06	1500096.12	3685423.24	204420.49	0.6441,3.0118,0.8515,0.1718,0.6155
schange	Round_2_Replicate_11	-1391508.02	2783026.04	16458733.03	211328.5	0.2442,3.8368,0.9443,0.172,0.8522
schange	Round_2_Replicate_12	-329540.28	659090.56	1388293.48	228780.44	1.1006,6.5726,0.3789,0.1705,0.1123
schange	Round_2_Replicate_13	-348200.24	696410.48	822786.42	191095.54	0.7449,8.77,1.5902,0.1651,0.1987
schange	Round_2_Replicate_14	-270762.48	541534.96	559688.11	229976.58	0.4895,10.0388,1.2571,0.052,0.1173
schange	Round_2_Replicate_15	-703596.4	1407202.8	2840354.02	286588.85	0.3286,9.1105,0.2371,0.1342,0.3922
schange	Round_2_Replicate_16	-402248.18	804506.36	1057414.25	167873.85	0.9412,6.1808,1.0433,0.3621,0.4799
schange	Round_2_Replicate_17	-1013809.5	2027629.0	6010192.22	271323.4	0.209,21.5499,0.2838,0.1452,0.4926
schange	Round_2_Replicate_18	-323573.85	647157.7	880892.15	261529.45	0.3203,14.2035,0.4723,0.0914,0.2548
schange	Round_2_Replicate_19	-168607.65	337225.3	357018.91	305629.21	0.3555,2.3038,0.1773,0.0697,0.1091
schange	Round_2_Replicate_20	-1529337.78	3058685.56	18712916.18	283204.26	1.5433,4.4851,0.203,0.1374,0.9296
schange	Round_2_Replicate_21	-292173.13	584356.26	887002.5	231839.66	0.3796,13.2113,0.9683,0.0837,0.1018
schange	Round_2_Replicate_22	-534672.55	1069355.1	1135422.09	207484.02	0.211,13.2912,0.3738,0.6346,0.2253
schange	Round_2_Replicate_23	-631218.15	1262446.3	2490668.93	161110.87	0.614,18.2468,1.763,0.1732,0.6586
schange	Round_2_Replicate_24	-331355.81	662721.62	935737.46	267447.52	0.553,21.3396,0.3164,0.0902,0.2852
schange	Round_2_Replicate_25	-1682848.06	3365706.12	27566857.03	271286.43	0.558,9.4889,0.3389,0.1058,0.9519
schange	Round_2_Replicate_26	-3277578.67	6555167.34	685083449.89	324094.97	0.2067,5.5839,0.1731,0.1165,1.0493
schange	Round_2_Replicate_27	-254200.97	508411.94	543307.18	216952.72	0.8906,5.2819,0.7001,0.1378,0.233
schange	Round_2_Replicate_28	-432689.45	865388.9	921036.35	182992.02	0.4405,10.5849,0.885,0.6026,0.2384
schange	Round_2_Replicate_29	-503630.64	1007271.28	1690496.16	305504.62	0.9172,12.6961,0.1751,0.0823,0.3396
schange	Round_2_Replicate_30	-471565.55	943141.1	1418722.96	212093.44	0.9983,2.2315,0.9692,0.0951,0.3012
schange	Round_3_Replicate_1	-157958.75	315927.5	313545.34	276891.11	0.3937,2.4307,0.3219,0.0614,0.0929
schange	Round_3_Replicate_2	-135364.5	270739.0	254139.46	319440.32	0.2876,2.8434,0.0949,0.0424,0.059
schange	Round_3_Replicate_3	-114871.2	229752.4	222247.26	321193.09	0.4985,1.7669,0.0754,0.0327,0.0505
schange	Round_3_Replicate_4	-972196.75	1944403.5	4697530.78	347176.87	0.1554,4.9733,0.1425,0.1054,0.2947
schange	Round_3_Replicate_5	-363349.01	726708.02	1072565.54	282326.67	0.6093,0.9263,0.2969,0.132,0.2434
schange	Round_3_Replicate_6	-119656.79	239323.58	227339.98	322016.06	0.1401,0.9927,0.1176,0.0322,0.0393
schange	Round_3_Replicate_7	-121496.09	243002.18	238988.89	312438.18	0.2848,7.8324,0.1447,0.0269,0.0605
schange	Round_3_Replicate_8	-174798.35	349606.7	331183.83	276224.46	0.163,1.42,0.5016,0.0878,0.0836
schange	Round_3_Replicate_9	-113905.02	227820.04	222933.23	322952.69	0.383,1.6257,0.082,0.029,0.0472
schange	Round_3_Replicate_10	-210270.47	420550.94	391077.82	303855.24	0.112,5.7158,0.15,0.0615,0.0581
schange	Round_3_Replicate_11	-226888.23	453786.46	475084.06	277534.39	0.2032,9.8944,0.2053,0.0816,0.0674
schange	Round_3_Replicate_12	-227845.72	455701.44	469719.49	232238.91	1.0205,1.9149,0.5361,0.1269,0.146
schange	Round_3_Replicate_13	-356637.43	713284.86	970075.53	229525.13	0.4119,2.9815,0.5929,0.212,0.3112
schange	Round_3_Replicate_14	-1658034.0	3316078.0	17069072.54	455808.3	0.2683,2.9646,0.0668,0.0641,0.3488
schange	Round_3_Replicate_15	-210398.1	420806.2	393499.1	314918.49	0.3115,8.9465,0.0602,0.051,0.0567
schange	Round_3_Replicate_16	-251465.94	502941.88	462734.62	292542.73	1.1191,2.7257,0.0527,0.1357,0.073
schange	Round_3_Replicate_17	-215487.57	430985.14	406680.24	251113.03	0.2985,0.9407,0.4999,0.218,0.1268
schange	Round_3_Replicate_18	-166803.36	333616.72	345042.05	269831.3	0.8415,1.6724,0.2531,0.066,0.089
schange	Round_3_Replicate_19	-666543.94	1333097.88	2443397.22	311622.56	0.1369,13.1694,0.2562,0.0918,0.2674
schange	Round_3_Replicate_20	-128731.08	257472.16	248447.25	310989.81	0.1174,4.8022,0.2576,0.0265,0.0518
schange	Round_3_Replicate_21	-200824.49	401658.98	385426.9	249182.16	0.555,5.1013,0.35,0.1383,0.1492
schange	Round_3_Replicate_22	-121257.12	242524.24	231262.93	319045.44	0.1248,3.1309,0.1547,0.0256,0.043
schange	Round_3_Replicate_23	-192499.09	385008.18	436183.05	348472.68	0.1923,2.2419,0.123,0.0355,0.0803
schange	Round_3_Replicate_24	-110764.08	221538.16	216335.46	329522.16	0.1094,1.1527,0.098,0.0176,0.0285
schange	Round_3_Replicate_25	-206137.82	412285.64	396340.54	244160.27	0.9082,2.6608,0.2943,0.1949,0.1661
schange	Round_3_Replicate_26	-161944.8	323899.6	319511.02	285573.5	0.1768,0.6923,0.4594,0.061,0.0679
schange	Round_3_Replicate_27	-174667.86	349345.72	344217.92	280814.45	0.4552,1.295,0.2215,0.129,0.1227
schange	Round_3_Replicate_28	-184967.45	369944.9	352196.14	299836.61	1.1684,3.0003,0.0833,0.1014,0.1088
schange	Round_3_Replicate_29	-149519.16	299048.32	297038.81	279283.49	0.5693,3.3622,0.2411,0.0628,0.1001
schange	Round_3_Replicate_30	-142053.28	284116.56	273720.51	290515.38	1.1916,0.5725,0.117,0.1166,0.0872
schange	Round_3_Replicate_31	-154370.53	308751.06	313044.27	278539.85	0.4869,1.8559,0.2537,0.0597,0.0791
schange	Round_3_Replicate_32	-153210.48	306430.96	308133.42	287155.72	0.3162,0.6212,0.2743,0.0647,0.0688
schange	Round_3_Replicate_33	-220655.71	441321.42	465919.94	255073.65	0.3793,1.4712,0.457,0.1611,0.1701
schange	Round_3_Replicate_34	-123714.75	247439.5	248395.5	305007.26	1.0659,5.2739,0.1048,0.0388,0.0794
schange	Round_3_Replicate_35	-530646.36	1061302.72	1787606.15	255923.84	0.3262,2.0431,0.359,0.2397,0.3525
schange	Round_3_Replicate_36	-136489.98	272989.96	267381.67	292437.49	0.4715,1.9811,0.1798,0.0577,0.0789
schange	Round_3_Replicate_37	-223550.24	447110.48	432828.11	248270.66	0.2451,2.2474,0.6799,0.148,0.1464
schange	Round_3_Replicate_38	-142605.51	285221.02	283121.31	297148.13	0.2525,1.1899,0.2536,0.0543,0.0743
schange	Round_3_Replicate_39	-317206.11	634422.22	699935.6	209573.85	0.4774,11.3087,0.6259,0.2406,0.2929
schange	Round_3_Replicate_40	-167902.74	335815.48	346861.37	266665.14	0.955,3.8942,0.2533,0.0882,0.1456
schange	Round_3_Replicate_41	-111489.96	222989.92	219996.56	319274.59	0.6346,3.8279,0.0661,0.0226,0.0439
schange	Round_3_Replicate_42	-174514.03	349038.06	327203.15	283011.15	0.3107,0.761,0.2296,0.1523,0.1006
schange	Round_3_Replicate_43	-125437.31	250884.62	244772.8	312563.96	0.1376,4.928,0.2216,0.0245,0.051
schange	Round_3_Replicate_44	-213088.17	426186.34	410643.21	249401.96	0.2486,6.3997,0.6966,0.1012,0.1407
schange	Round_3_Replicate_45	-239042.02	478094.04	450834.09	246849.58	0.2041,7.4031,0.6439,0.1333,0.1372
schange	Round_3_Replicate_46	-113511.5	227033.0	219193.85	334940.49	0.1915,3.6366,0.0773,0.0194,0.0392
schange	Round_3_Replicate_47	-236234.9	472479.8	443566.49	298052.63	0.1545,5.8553,0.1088,0.074,0.0552
schange	Round_3_Replicate_48	-173219.84	346449.68	346868.0	257352.77	1.0397,3.3057,0.2608,0.1051,0.1257
schange	Round_3_Replicate_49	-220382.98	440775.96	442283.9	241622.11	0.5682,1.0017,0.6061,0.1361,0.1313
schange	Round_3_Replicate_50	-313409.76	626829.52	752630.25	274927.22	0.1997,2.4097,0.352,0.1589,0.1863
schange	Round_4_Replicate_1	-111592.83	223195.66	216467.33	326289.34	0.1624,2.0427,0.0915,0.0196,0.034
schange	Round_4_Replicate_2	-107799.82	215609.64	208929.39	334595.79	0.1046,1.4945,0.0742,0.014,0.0248
schange	Round_4_Replicate_3	-111795.19	223600.38	217040.59	337506.69	0.0586,1.2068,0.1306,0.0147,0.0261
schange	Round_4_Replicate_4	-114067.66	228145.32	224440.14	327951.74	0.1018,0.8488,0.1268,0.0203,0.0314
schange	Round_4_Replicate_5	-106281.75	212573.5	207576.45	340462.09	0.1031,0.7247,0.0595,0.0135,0.022
schange	Round_4_Replicate_6	-108047.47	216104.94	209445.44	334171.95	0.1293,0.771,0.0661,0.0174,0.0254
schange	Round_4_Replicate_7	-112842.64	225695.28	219137.27	332330.39	0.0656,1.7976,0.1478,0.015,0.0283
schange	Round_4_Replicate_8	-109673.92	219357.84	215519.43	329482.26	0.289,1.121,0.0658,0.0217,0.035
schange	Round_4_Replicate_9	-111411.36	222832.72	216501.64	332398.43	0.1182,1.5496,0.1002,0.0185,0.0327
schange	Round_4_Replicate_10	-122208.31	244426.62	240298.63	313416.7	0.1616,0.8201,0.1507,0.033,0.0409
schange	Round_4_Replicate_11	-105857.67	211725.34	206112.24	336948.7	0.1194,1.1156,0.052,0.0122,0.0208
schange	Round_4_Replicate_12	-114735.1	229480.2	221767.07	331768.63	0.0919,0.8915,0.1258,0.0227,0.0334
schange	Round_4_Replicate_13	-113444.81	226899.62	224296.69	333925.42	0.1213,1.1396,0.1052,0.0194,0.034
schange	Round_4_Replicate_14	-113730.01	227470.02	220733.52	325900.32	0.183,0.6335,0.0928,0.0296,0.0367
schange	Round_4_Replicate_15	-108320.18	216650.36	209285.42	336182.29	0.0779,1.0613,0.0845,0.0142,0.0234
schange	Round_4_Replicate_16	-107466.46	214942.92	208030.71	335376.8	0.1112,1.9787,0.0724,0.0135,0.0255
schange	Round_4_Replicate_17	-110301.56	220613.12	217792.89	327388.9	0.2377,0.7341,0.0662,0.0217,0.0305
schange	Round_4_Replicate_18	-121686.65	243383.3	229177.33	330205.04	0.062,0.8557,0.1149,0.0224,0.0263
schange	Round_4_Replicate_19	-117108.04	234226.08	229512.78	325074.19	0.0798,1.6999,0.1821,0.0179,0.0328
schange	Round_4_Replicate_20	-112412.18	224834.36	223195.37	336041.66	0.0604,1.1076,0.132,0.0127,0.0243
schange	Round_4_Replicate_21	-108481.72	216973.44	210301.2	335415.29	0.0867,1.9318,0.0556,0.0106,0.0189
schange	Round_4_Replicate_22	-108274.07	216558.14	210566.37	337417.26	0.1175,1.1628,0.074,0.0158,0.0274
schange	Round_4_Replicate_23	-113616.43	227242.86	221823.97	330016.9	0.1238,1.0687,0.1124,0.0222,0.0353
schange	Round_4_Replicate_24	-115935.16	231880.32	223924.89	327135.53	0.0713,0.6497,0.1585,0.0229,0.0298
schange	Round_4_Replicate_25	-118299.75	236609.5	226643.19	326243.34	0.0674,0.6053,0.1752,0.0259,0.0312
schange	Round_4_Replicate_26	-113352.26	226714.52	221099.38	325501.43	0.1399,0.7527,0.1029,0.0244,0.0329
schange	Round_4_Replicate_27	-110733.88	221477.76	214445.72	330641.43	0.1743,0.7171,0.0766,0.0241,0.0325
schange	Round_4_Replicate_28	-106100.6	212211.2	204726.53	343693.77	0.0693,1.5561,0.0652,0.0103,0.0202
schange	Round_4_Replicate_29	-114712.88	229435.76	224179.03	323130.41	0.1802,0.9892,0.1074,0.0267,0.0386
schange	Round_4_Replicate_30	-112248.73	224507.46	221597.49	335331.46	0.1449,1.3917,0.0899,0.0188,0.0346
schange	Round_4_Replicate_31	-108980.11	217970.22	213379.11	340881.5	0.1331,1.5615,0.0685,0.015,0.029
schange	Round_4_Replicate_32	-114451.94	228913.88	220232.57	330139.61	0.0634,1.8933,0.1605,0.0164,0.0292
schange	Round_4_Replicate_33	-112801.71	225613.42	224316.67	327662.65	0.1303,1.3739,0.1055,0.017,0.031
schange	Round_4_Replicate_34	-108313.12	216636.24	211913.93	339534.76	0.1318,1.5337,0.0691,0.0147,0.0283
schange	Round_4_Replicate_35	-115500.87	231011.74	225127.59	328183.07	0.0845,0.6917,0.148,0.0228,0.0319
schange	Round_4_Replicate_36	-119221.69	238453.38	231524.81	319296.18	0.1477,1.7828,0.1522,0.0272,0.0444
schange	Round_4_Replicate_37	-111354.12	222718.24	218365.05	327079.17	0.1773,0.9624,0.0856,0.0218,0.0328
schange	Round_4_Replicate_38	-107565.62	215141.24	211026.22	333871.57	0.1168,1.8332,0.0738,0.0129,0.0251
schange	Round_4_Replicate_39	-114564.8	229139.6	226476.31	322174.07	0.1587,1.2467,0.1104,0.0215,0.0345
schange	Round_4_Replicate_40	-109469.33	218948.66	210537.15	334177.53	0.1304,0.6366,0.0705,0.0209,0.0276
schange	Round_4_Replicate_41	-113218.89	226447.78	218579.5	338253.52	0.1673,1.3189,0.071,0.0215,0.0352
schange	Round_4_Replicate_42	-106944.39	213898.78	207985.45	334747.95	0.1424,1.1711,0.0598,0.0148,0.0247
schange	Round_4_Replicate_43	-113357.51	226725.02	225149.08	338265.53	0.1041,1.3722,0.1018,0.0165,0.0319
schange	Round_4_Replicate_44	-106713.53	213437.06	209325.77	338047.17	0.2097,0.8717,0.0507,0.0162,0.0268
schange	Round_4_Replicate_45	-105223.88	210457.76	205313.81	339082.93	0.1118,0.8044,0.0493,0.012,0.0197
schange	Round_4_Replicate_46	-106870.46	213750.92	211373.5	336149.53	0.2927,1.6835,0.0499,0.0149,0.0295
schange	Round_4_Replicate_47	-113391.06	226792.12	220433.94	329161.16	0.0975,1.203,0.1264,0.0199,0.0324
