Chr01	455455
Chr01	590610
Chr01	590614
Chr01	596387
Chr01	596388
Chr01	596406
Chr01	596414
Chr01	647578
Chr01	647610
Chr01	869613
Chr01	869790
Chr01	870000
Chr01	870009
Chr01	953974
Chr01	954013
Chr01	992911
Chr01	994063
Chr01	1112479
Chr01	1182546
Chr01	1191632
Chr01	1716480
Chr01	1790981
Chr01	2346978
Chr01	2347297
Chr01	2347299
Chr01	2347324
Chr01	2347535
Chr01	2347554
Chr01	2347559
Chr01	2347611
Chr01	2347665
Chr01	2347808
Chr01	2527273
Chr01	2552769
Chr01	2941355
Chr01	3277483
Chr01	4210191
Chr01	4213942
Chr01	4413672
Chr01	4651825
Chr01	4671759
Chr01	4685071
Chr01	4978868
Chr01	5078006
Chr01	5085629
Chr01	5191669
Chr01	5205565
Chr01	5206987
Chr01	5213499
Chr01	5269792
Chr01	5335637
Chr01	5354268
Chr01	5463806
Chr01	5583305
Chr01	5606700
Chr01	5617079
Chr01	5918166
Chr01	5918186
Chr01	5925646
Chr01	6464808
Chr01	6464851
Chr01	6486922
Chr01	6486951
Chr01	6534383
Chr01	6544356
Chr01	6544633
Chr01	6545216
Chr01	6580160
Chr01	6580202
Chr01	6580338
Chr01	6580387
Chr01	6582631
Chr01	6582633
Chr01	6582644
Chr01	6582814
Chr01	7097783
Chr01	7126426
Chr01	7126507
Chr01	7126746
Chr01	7128945
Chr01	7132606
Chr01	7132620
Chr01	7135030
Chr01	7156560
Chr01	7156619
Chr01	7207005
Chr01	7559599
Chr01	7560220
Chr01	7560306
Chr01	7949744
Chr01	7949759
Chr01	7952476
Chr01	7955200
Chr01	7959928
Chr01	7960241
Chr01	8050483
Chr01	8050761
Chr01	8050763
Chr01	8053581
Chr01	8053647
Chr01	8053701
Chr01	8053951
Chr01	8054143
Chr01	8054705
Chr01	8055014
Chr01	8055171
Chr01	8055244
Chr01	8055315
Chr01	8056347
Chr01	8056453
Chr01	8060381
Chr01	8061417
Chr01	8062611
Chr01	8062633
Chr01	8062819
Chr01	8063458
Chr01	8063489
Chr01	8063547
Chr01	8063620
Chr01	8063683
Chr01	8063824
Chr01	8064075
Chr01	8064085
Chr01	8064280
Chr01	8066322
Chr01	8066409
Chr01	8069293
Chr01	8069446
Chr01	8072233
Chr01	8075844
Chr01	8076007
Chr01	8076011
Chr01	8076012
Chr01	8076113
Chr01	8076264
Chr01	8076417
Chr01	8076641
Chr01	8076682
Chr01	8077130
Chr01	8079122
Chr01	8079237
Chr01	8081869
Chr01	8081896
Chr01	8081972
Chr01	8082005
Chr01	8130686
Chr01	8130731
Chr01	8131379
Chr01	8131553
Chr01	8135745
Chr01	8140215
Chr01	8183430
Chr01	8183437
Chr01	8186766
Chr01	8227771
Chr01	8235551
Chr01	8241891
Chr01	8244812
Chr01	8244835
Chr01	8250318
Chr01	8250324
Chr01	8250342
Chr01	8250355
Chr01	8250373
Chr01	8250397
Chr01	8253774
Chr01	8257067
Chr01	8282978
Chr01	8284350
Chr01	8292713
Chr01	8396156
Chr01	8426555
Chr01	8429290
Chr01	8431410
Chr01	8431624
Chr01	8434259
Chr01	8436828
Chr01	8436830
Chr01	8436858
Chr01	8436879
Chr01	8445000
Chr01	8446134
Chr01	8446150
Chr01	8447250
Chr01	8447251
Chr01	8447470
Chr01	8447499
Chr01	8447501
Chr01	8447555
Chr01	8451702
Chr01	8658033
Chr01	8658092
Chr01	8658100
Chr01	8658154
Chr01	8658217
Chr01	8658238
Chr01	8658768
Chr01	8703394
Chr01	8703496
Chr01	8703761
Chr01	8711873
Chr01	8853904
Chr01	8853924
Chr01	8885806
Chr01	8906966
Chr01	8907617
Chr01	8907912
Chr01	8908264
Chr01	8912744
Chr01	8924762
Chr01	8924786
Chr01	8925193
Chr01	8928621
Chr01	8994273
Chr01	9043944
Chr01	9091462
Chr01	9123713
Chr01	9123781
Chr01	9123785
Chr01	9123788
Chr01	9123790
Chr01	9123798
Chr01	9123808
Chr01	9123809
Chr01	9123810
Chr01	9123824
Chr01	9123833
Chr01	9123866
Chr01	9123882
Chr01	9123898
Chr01	9123900
Chr01	9145881
Chr01	9151579
Chr01	9250933
Chr01	9347056
Chr01	9347084
Chr01	9350506
Chr01	9351170
Chr01	9351390
Chr01	9351562
Chr01	9351584
Chr01	9485744
Chr01	9514082
Chr01	9514102
Chr01	9525927
Chr01	9526302
Chr01	9574818
Chr01	9576722
Chr01	9714267
Chr01	9742110
Chr01	9742370
Chr01	9789473
Chr01	9795561
Chr01	9795853
Chr01	9796406
Chr01	9796417
Chr01	9920389
Chr01	9939947
Chr01	9939966
Chr01	9939974
Chr01	9950034
Chr01	9950354
Chr01	9950413
Chr01	9950746
Chr01	9950794
Chr01	9950804
Chr01	10019686
Chr01	10028374
Chr01	10032892
Chr01	10032894
Chr01	10033817
Chr01	10393086
Chr01	10740226
Chr01	10968056
Chr01	10998797
Chr01	11032764
Chr01	11032777
Chr01	11129154
Chr01	11140829
Chr01	11209504
Chr01	11209509
Chr01	11209516
Chr01	11209529
Chr01	11209540
Chr01	11209582
Chr01	11209607
Chr01	11209620
Chr01	11209836
Chr01	11209878
Chr01	11656857
Chr01	11657189
Chr01	11668001
Chr01	11668521
Chr01	11705418
Chr01	11727534
Chr01	11738506
Chr01	11784376
Chr01	11798294
Chr01	11957476
Chr01	11958189
Chr01	11961060
Chr01	11961068
Chr01	11961121
Chr01	11962488
Chr01	11963843
Chr01	11969460
Chr01	12057415
Chr01	12083864
Chr01	12084058
Chr01	12084092
Chr01	12084095
Chr01	12084141
Chr01	12084196
Chr01	12084290
Chr01	12084337
Chr01	12084347
Chr01	12084466
Chr01	12084475
Chr01	12084480
Chr01	12084489
Chr01	12084566
Chr01	12084568
Chr01	12104390
Chr01	12117595
Chr01	12175776
Chr01	12202666
Chr01	12203464
Chr01	12216457
Chr01	12216586
Chr01	12216773
Chr01	12217214
Chr01	12217599
Chr01	12217601
Chr01	12221886
Chr01	12222078
Chr01	12222081
Chr01	12493516
Chr01	12530806
Chr01	12540583
Chr01	12540584
Chr01	12540594
Chr01	12589737
Chr01	12596531
Chr01	12596547
Chr01	12596563
Chr01	12596565
Chr01	12596573
Chr01	12597092
Chr01	12601863
Chr01	12601873
Chr01	12780026
Chr01	13067445
Chr01	13071893
Chr01	13071928
Chr01	13152131
Chr01	13207458
Chr01	13270288
Chr01	13270486
Chr01	13315710
Chr01	13324587
Chr01	13325811
Chr01	13332867
Chr01	13332967
Chr01	13335515
Chr01	13337898
Chr01	13338138
Chr01	13338145
Chr01	13338437
Chr01	13338785
Chr01	13382694
Chr01	13383398
Chr01	13383802
Chr01	13384701
Chr01	13402248
Chr01	13422716
Chr01	13492982
