chrom	start	end	nSites	recombRate	CI95LO	CI95HI
Chr06	0	153000	342	1.2841122163184605e-08	4.320526334286523e-09	2.7035809366612807e-08
Chr06	153000	306000	356	4.050001556876846e-08	2.7972808119615098e-08	4.665020188454715e-08
Chr06	306000	459000	316	1.8938802590730516e-08	6.860276922195339e-09	3.2774380784962824e-08
Chr06	459000	612000	697	0	0	3.548688853882708e-09
Chr06	612000	765000	261	1.0493165395471295e-11	0	3.5591820192781795e-09
Chr06	765000	918000	68	0	0	3.548688853882708e-09
Chr06	918000	1071000	89	0	0	3.548688853882708e-09
Chr06	1071000	1224000	569	2.0019402811931454e-09	0	7.308861650212479e-09
Chr06	1224000	1377000	335	3.7968597761941706e-08	2.4313045917092804e-08	4.470732724747537e-08
Chr06	1377000	1530000	565	4.6969745355924865e-09	2.3476007099688274e-10	1.3823504200930042e-08
Chr06	1530000	1683000	461	8.314412057752954e-09	1.921725544274048e-09	2.0654486264670913e-08
Chr06	1836000	1989000	446	1.1222747754558146e-08	3.696950924392515e-09	2.4237293950846428e-08
Chr06	1989000	2142000	404	1.8547744760316133e-09	0	7.161695845050947e-09
Chr06	2142000	2295000	464	4.223174790037388e-09	0	1.3349704455374943e-08
Chr06	2295000	2448000	647	1.6707243796325962e-08	5.955096401671163e-09	3.0509526313231925e-08
Chr06	2448000	2601000	650	3.6656886854871695e-09	0	1.155093933791568e-08
Chr06	2601000	2754000	243	3.100478174240612e-08	1.661124595693314e-08	3.910598251928382e-08
Chr06	2754000	2907000	188	2.7922886293643054e-08	1.3488944385278053e-08	3.737328471301805e-08
Chr06	2907000	3060000	231	4.88265031327786e-08	3.772071466614204e-08	5.383577506336802e-08
Chr06	3060000	3213000	347	8.59206397190215e-09	2.199377458423243e-09	2.093213817882011e-08
Chr06	3213000	3366000	785	2.717601944260776e-09	0	9.122451284041357e-09
Chr06	3366000	3519000	383	1.3946730160009794e-08	4.675416754120079e-09	2.7638593003511e-08
Chr06	3519000	3672000	238	3.5510704613022696e-08	2.2116241119112872e-08	4.320436720892057e-08
Chr06	3672000	3825000	406	2.8770439601786134e-08	1.4447427847372605e-08	3.794118651920573e-08
Chr06	3825000	3978000	456	4.192932818006353e-08	2.920378236295859e-08	4.7990224320588603e-08
Chr06	3978000	4131000	479	1.3800666380448681e-08	4.529352974558967e-09	2.749252922394989e-08
Chr06	4131000	4284000	159	2.684209308562538e-08	1.3850972639565611e-08	3.7172027326951934e-08
Chr06	4284000	4437000	253	4.12347979125788e-09	0	1.2008730443686391e-08
Chr06	4437000	4590000	298	2.4710298668101036e-09	0	8.875879206590685e-09
Chr06	4590000	4743000	146	1.1294201351009479e-08	2.898527061890563e-09	2.4674628339627887e-08
Chr06	4743000	4896000	284	1.9713101364208026e-08	8.325516022847719e-09	3.3533784983977646e-08
Chr06	4896000	5049000	236	4.663191514114719e-10	0	4.465183146902786e-09
Chr06	5049000	5202000	152	2.1250189591565894e-08	8.628487641299764e-09	3.343525001889359e-08
Chr06	5202000	5355000	152	1.2826068781926829e-08	4.305472953028747e-09	2.702075598535503e-08
Chr06	5355000	5508000	161	1.001420794160772e-08	3.067353694205009e-09	2.3107510916772254e-08
Chr06	5508000	5661000	482	3.3470502326558436e-09	0	1.1347121904443462e-08
Chr06	5661000	5814000	301	1.1612304137101412e-08	3.216629847982497e-09	2.499273112571982e-08
Chr06	5814000	5967000	325	5.101890058929219e-08	4.0440177625009336e-08	5.574994032704088e-08
Chr06	5967000	6120000	452	4.389096815797026e-08	3.078934756954092e-08	4.9639440966845506e-08
Chr06	6120000	6273000	572	0	0	3.548688853882708e-09
Chr06	6273000	6426000	188	1.2033548049155306e-08	3.3948105904448405e-09	2.617823658071412e-08
Chr06	6426000	6579000	282	4.9087310159684876e-08	3.850858719540202e-08	5.381834989743356e-08
Chr06	6885000	7038000	637	1.3117436163307017e-08	4.041917782055148e-09	2.6905433218510523e-08
Chr06	7038000	7191000	286	3.363348896005322e-08	1.9827719987578567e-08	4.127265008594735e-08
Chr06	7191000	7344000	451	4.7756372289526635e-08	3.551309953834877e-08	5.263859686969826e-08
Chr06	7497000	7650000	1010	0	0	3.548688853882708e-09
Chr06	7650000	7803000	347	3.517401671190847e-08	2.1538067764142927e-08	4.268259509318519e-08
Chr06	8109000	8262000	484	2.4241090651366203e-08	1.0738147687605004e-08	3.558128476844829e-08
Chr06	8415000	8568000	193	3.011822556060965e-08	1.5358368135447926e-08	3.8815389172124826e-08
