chrom	start	end	nSites	recombRate	CI95LO	CI95HI
Chr09	548000	822000	762	2.7120913506306765e-08	1.4773497039255589e-08	3.8809637272974176e-08
Chr09	822000	1096000	665	1.9412296606936344e-08	9.033603168929552e-09	3.3948207304269406e-08
Chr09	1096000	1370000	224	1.845829655535784e-08	8.383825542380415e-09	3.1836191080848156e-08
Chr09	1370000	1644000	114	4.849802119854174e-09	1.0043648179349548e-09	1.125406381858782e-08
Chr09	1644000	1918000	413	1.1201071879918297e-09	0	5.743250744861817e-09
Chr09	1918000	2192000	651	7.570325614089272e-09	2.0345015482727307e-09	1.65610285073749e-08
Chr09	2192000	2466000	336	1.0697929595104515e-08	4.1461713480624986e-09	2.2242719075060366e-08
Chr09	2466000	2740000	482	9.72562636840621e-09	3.4755465369460115e-09	1.9854594921197873e-08
Chr09	2740000	3014000	395	1.057536243912608e-08	4.023604192084063e-09	2.212015191908193e-08
Chr09	3014000	3288000	1221	1.8517180005693386e-08	8.358957387065298e-09	3.1040148445703045e-08
Chr09	3288000	3562000	1113	1.2871731343029576e-08	4.898710610508312e-09	2.4966000928845742e-08
Chr09	3562000	3836000	419	7.608549493161762e-09	2.0727254273452203e-09	1.659925238644739e-08
Chr09	3836000	4110000	462	2.085949201629677e-08	9.150011142485144e-09	3.3684908389671086e-08
Chr09	4110000	4384000	595	2.1604490760970715e-09	0	6.667728514667393e-09
Chr09	4384000	4658000	57	0	0	5.037696793053209e-09
Chr09	4658000	4932000	469	7.698458083840164e-09	2.029874081645999e-09	1.7222919125916542e-08
Chr09	4932000	5206000	1188	1.676273997225079e-08	7.835644953488247e-09	3.0076749778004594e-08
Chr09	5206000	5480000	798	1.8436460456349414e-08	8.278237837721326e-09	3.0959428896359074e-08
Chr09	5480000	5754000	575	1.5537814519233824e-08	7.039947664594e-09	2.8170857575332183e-08
Chr09	5754000	6028000	509	3.059661818357602e-08	1.699548765062848e-08	3.933637252603323e-08
Chr09	6576000	6850000	167	3.0644394488631193e-09	0	8.195527003706935e-09
Chr09	6850000	7124000	1221	8.018781349704661e-09	2.350197347510496e-09	1.754324239178104e-08
Chr09	7124000	7398000	624	9.48402586942293e-09	3.2339460379627324e-09	1.9612994422214594e-08
Chr09	7398000	7672000	925	1.2285541448455019e-08	5.1438494107062925e-09	2.3861905449186606e-08
Chr09	7672000	7946000	1103	7.057546416361568e-09	1.831663134693948e-09	1.4583876642077145e-08
Chr09	7946000	8220000	1013	2.338276567185196e-08	1.2153150434156347e-08	3.591769991798535e-08
Chr09	8220000	8494000	82	2.170969082937804e-09	0	6.678248521508125e-09
Chr09	8494000	8768000	1053	2.1399409225632812e-08	1.0520249896674702e-08	3.459015532103675e-08
