chrom	start	end	nSites	recombRate	CI95LO	CI95HI
Chr03	0	212000	216	2.0002389403694266e-08	7.161183971370789e-09	3.2235045802630377e-08
Chr03	212000	424000	704	7.0242832484345515e-09	7.208504060762038e-10	1.8905757142072468e-08
Chr03	424000	636000	503	1.7114516524460417e-08	4.252477002128192e-09	3.028577456425066e-08
Chr03	636000	848000	294	1.0581971045308964e-08	2.030293368204557e-09	2.479347706174612e-08
Chr03	848000	1060000	355	8.551261904040546e-09	1.0571989782680642e-09	2.1568046398764308e-08
Chr03	1060000	1272000	330	3.896109371194829e-08	2.6214383535689234e-08	4.482684541852795e-08
Chr03	1272000	1484000	326	1.0347474025981684e-08	2.6748883036635796e-09	2.5048529421231477e-08
Chr03	1484000	1696000	409	8.610840120800752e-09	1.11677719502827e-09	2.1627624615524515e-08
Chr03	1696000	1908000	377	7.532750839593684e-09	7.834094427103601e-10	1.9321657890152032e-08
Chr03	1908000	2120000	440	1.9924016067003865e-08	7.082810634680388e-09	3.2156672465939976e-08
Chr03	2120000	2332000	585	3.314631005157297e-08	1.9380810822193993e-08	4.0599036132287425e-08
Chr03	2332000	2544000	147	1.2647085226360338e-08	2.7265272068442595e-09	2.7415964767909373e-08
Chr03	2544000	2756000	283	0	0	4.203990666695743e-09
Chr03	2756000	2968000	428	3.00449570264596e-08	1.5991180661584452e-08	3.799724350022649e-08
Chr03	2968000	3180000	487	4.518799869059881e-08	3.3060378182758596e-08	4.992284933549291e-08
Chr03	3180000	3392000	231	2.6460209637744488e-09	0	9.132362183465826e-09
Chr03	3392000	3604000	395	4.2013118557359094e-09	0	1.3563053459888393e-08
Chr03	3604000	3816000	249	9.379621993361236e-09	1.5930861772379177e-09	2.222038293679457e-08
Chr03	3816000	4028000	455	3.1834181621218073e-08	1.7806722338190007e-08	4.007100013735663e-08
Chr03	4028000	4240000	151	1.0152800654074419e-08	2.4802149317563144e-09	2.4853856049324213e-08
Chr03	4240000	4452000	705	1.9204075173485627e-08	6.8331780001662215e-09	3.1559712309127096e-08
Chr03	5512000	5724000	843	1.7161385683359667e-08	4.299346161027442e-09	3.0332643723149905e-08
Chr03	5724000	5936000	506	4.198663202827377e-08	3.0120603113265224e-08	4.7142615579493144e-08
Chr03	5936000	6148000	734	3.324005261222981e-08	1.9474553382850836e-08	4.069277869294427e-08
Chr03	6148000	6360000	361	2.1059316432848823e-08	7.475662075963136e-09	3.266404339000835e-08
Chr03	6572000	6784000	601	1.02654858800601e-08	2.592900157741996e-09	2.4966541275309895e-08
Chr03	6784000	6996000	449	1.966960912123271e-08	7.298711947913304e-09	3.202524625687418e-08
Chr03	6996000	7208000	418	2.2954599784501846e-08	8.544092064060344e-09	3.339365251784829e-08
Chr03	7208000	7420000	508	1.0227316277893874e-08	2.5547305555757694e-09	2.4928371673143667e-08
Chr03	7420000	7632000	479	1.2319863172479797e-08	2.7111826545657158e-09	2.6334047207939972e-08
Chr03	7632000	7844000	962	2.929906833268319e-09	0	1.0203273542183629e-08
