chrom	start	end	nSites	recombRate	CI95LO	CI95HI
Chr11	0	288000	252	2.7910179946300322e-08	1.4106332725472374e-08	3.8537191217269755e-08
Chr11	288000	576000	500	2.226424036918267e-08	1.0291400383075237e-08	3.5697398066489466e-08
Chr11	576000	864000	639	2.21743120557038e-08	1.0201472069596368e-08	3.56074697530106e-08
Chr11	864000	1152000	1315	1.191543945507876e-08	4.826420083558693e-09	2.3394301937839846e-08
Chr11	1152000	1440000	829	7.347343359269969e-09	2.1175808695364666e-09	1.6902695069147834e-08
Chr11	1440000	1728000	617	3.486276338614612e-08	2.1570641760549556e-08	4.1619231304624515e-08
Chr11	1728000	2016000	342	1.4639936959530583e-08	6.022647011254431e-09	2.7326952442156987e-08
Chr11	2016000	2304000	788	3.4493183023531004e-08	2.215715997602098e-08	4.2054944640400944e-08
Chr11	2304000	2592000	165	1.8508401217901444e-08	8.2530099483701e-09	3.2659856159115056e-08
Chr11	2592000	2880000	746	9.739935836781407e-09	3.7086672411182434e-09	2.0258106393531715e-08
Chr11	2880000	3168000	928	3.727152710217886e-08	2.4940701674780918e-08	4.335684921505979e-08
Chr11	3168000	3456000	1193	5.111897577297474e-08	4.173152806491008e-08	5.513116786264992e-08
Chr11	3456000	3744000	57	7.097253599407527e-09	2.301136140668992e-09	1.5353960695218134e-08
Chr11	4032000	4320000	396	2.3712966659387357e-08	1.0623930515555524e-08	3.547400635707596e-08
Chr11	4320000	4608000	170	1.4872606163989639e-08	5.953898391680008e-09	2.998065848429029e-08
Chr11	4608000	4896000	865	2.1349763150855784e-08	8.785339005311078e-09	3.4252540042221656e-08
Chr11	4896000	5184000	655	1.9655111594216282e-08	8.369697302254667e-09	3.251037147303525e-08
Chr11	6912000	7200000	47	5.247711887815833e-09	7.592041001458734e-10	1.2308567121647208e-08
Chr11	8064000	8352000	755	1.3714992307716106e-08	5.807023761055124e-09	2.6212835956589285e-08
Chr11	8352000	8640000	463	3.802645868588455e-09	8.902934318586918e-11	9.377650903984886e-09
Chr11	8640000	8928000	836	1.7624448267904914e-08	7.46931007088384e-09	3.256607540346115e-08
Chr11	8928000	9216000	550	1.9163099052497556e-08	8.03672041185075e-09	3.2822761786753115e-08
Chr11	9216000	9504000	721	4.8973696978296334e-08	3.958624927023168e-08	5.298588906797152e-08
Chr11	9504000	9792000	595	3.56026121889337e-08	2.2268163488158988e-08	4.246472369018275e-08
Chr11	9792000	10080000	270	7.913829369613736e-09	2.126493736668535e-09	1.7589641254659697e-08
Chr11	10080000	10368000	598	2.2390931062468848e-08	1.0418091076361417e-08	3.582408875977564e-08
Chr11	10368000	10656000	448	1.910310409147189e-08	7.976725450825085e-09	3.276276682572745e-08
Chr11	10656000	10944000	648	5.1729696772044184e-08	4.234224906397953e-08	5.574188886171937e-08
Chr11	10944000	11232000	1033	1.2137699340235614e-08	5.048679968715548e-09	2.36165618229967e-08
Chr11	11232000	11520000	293	1.380428916967162e-08	5.896320623010638e-09	2.63021328185448e-08
Chr11	11520000	11808000	137	1.1344617579598171e-08	4.564464962473003e-09	2.3094128454945534e-08
Chr11	11808000	12096000	249	1.675962256104805e-09	2.933722136512475e-10	5.7521079881618614e-09
Chr11	12096000	12384000	1115	9.266592336653566e-09	3.235323740990402e-09	1.978476289340387e-08
Chr11	12384000	12672000	286	1.4368890804583017e-08	5.955374343279955e-09	2.8848800342650667e-08
Chr11	12672000	12960000	350	6.273516605269783e-09	1.3798088107187768e-09	1.4894563548261262e-08
Chr11	12960000	13248000	544	2.9687976638137094e-09	0	8.298885457167462e-09
Chr11	13248000	13536000	189	2.246247189802786e-08	1.024055186644246e-08	3.579574505025518e-08
Chr11	13536000	13824000	71	1.0841865723560555e-08	3.891538210038685e-09	2.2332307965695242e-08
Chr11	13824000	14112000	580	2.772860498487321e-08	1.392475776404526e-08	3.835561625584264e-08
Chr11	14112000	14400000	1367	2.019879827283255e-08	8.595416306458435e-09	3.334096660420294e-08
Chr11	14400000	14688000	735	4.865362921036529e-08	3.926618150230063e-08	5.266582130004047e-08
Chr11	14688000	14976000	505	1.934580802329064e-08	8.219429382643835e-09	3.30054707575462e-08
Chr11	14976000	15264000	365	2.5315133741114152e-08	1.3610704670722553e-08	3.608655793814552e-08
Chr11	15264000	15552000	616	3.429067447599665e-08	2.0950070299093125e-08	4.154587660396147e-08
Chr11	15552000	15840000	619	2.5313360895137585e-08	1.3608931824745986e-08	3.6084785092168947e-08
Chr11	15840000	16128000	710	6.0730894406218485e-09	1.7851057391765077e-09	1.32209981499925e-08
Chr11	16128000	16416000	554	4.8778370240622334e-08	3.939092253255768e-08	5.279056233029752e-08
Chr11	16416000	16704000	316	2.464773765703265e-08	1.2026736257495059e-08	3.6361216199706884e-08
Chr11	16704000	16992000	634	1.3979120564415856e-08	5.565604103112794e-09	2.8459030102483505e-08
Chr11	16992000	17280000	75	6.616796711841958e-09	1.7230889172909519e-09	1.5237843654833436e-08
